,user_id,type_id,timestamp
544,1nw8fKaK,4,2019-04-02 19:37:41
545,wO5V5RmY,3,2019-04-17 10:32:34
546,Fs6DqpOg,3,2019-03-15 18:38:54
547,NgmyZCtG,2,2019-04-09 21:57:37
548,ioaSjYzL,3,2019-04-14 13:18:48
549,mkosrrca,3,2019-04-15 21:58:41
550,kVCHttDF,7,2019-03-14 14:22:51
551,h4OWmZ81,3,2019-04-04 16:52:29
552,tWaInXT1,4,2019-03-22 10:13:29
553,59g1gRkz,1,2019-03-30 13:44:16
554,X1JMoDTi,7,2019-04-08 19:40:38
555,1SKYsauv,8,2019-04-15 19:54:47
556,JpsrpgaB,7,2019-03-06 11:39:32
557,VLVwUaw4,7,2019-04-02 12:42:59
558,asV2Dazk,3,2019-04-28 19:44:48
559,0Yxqc3AR,2,2019-03-07 21:21:42
560,gqsehbJp,6,2019-03-26 11:26:51
561,zckSdSnI,5,2019-03-21 20:32:27
562,AyEkFEDe,5,2019-03-01 21:57:33
563,4RCvWQ4g,7,2019-04-01 16:47:59
564,Zbv04sAt,7,2019-03-17 20:45:36
565,EjCeBc1u,6,2019-04-22 13:15:27
566,Q6VCXVsw,8,2019-03-22 13:38:49
567,gkc0Nd2W,3,2019-04-05 11:29:26
568,7GjEgn1p,6,2019-03-17 10:25:46
569,J25OqY0g,5,2019-03-06 12:23:51
570,o6sd7vJZ,1,2019-04-30 10:13:45
571,04aCfeDq,3,2019-04-19 12:20:18
572,TuJcnXXD,6,2019-03-16 17:59:20
573,gtIvHlxU,3,2019-04-05 21:47:21
574,3Z17hPcx,5,2019-04-09 17:32:44
575,paYNB7Ug,6,2019-04-19 18:25:13
576,4Z6jEhNM,5,2019-04-02 14:58:49
577,lJ9d9Mn0,4,2019-03-21 11:47:21
578,8YU8ZPYI,5,2019-03-24 10:40:16
579,dOi5IUCk,4,2019-03-20 19:18:39
580,KFB4jQOI,7,2019-04-08 17:26:53
581,vy2Y8fnO,1,2019-04-10 18:15:40
582,OgWcWBZJ,5,2019-04-22 14:52:17
583,CG7frMrZ,5,2019-03-21 21:57:52
584,aPQKhMpy,3,2019-04-15 12:39:43
585,Y8u0NkQr,3,2019-04-14 13:32:13
586,VofnNCd4,1,2019-04-06 11:59:17
587,wbdYq7VJ,3,2019-03-10 12:19:59
588,EPIkmLby,4,2019-04-12 16:36:18
589,mtY8nwyd,2,2019-03-14 12:16:10
590,k3zHvRzS,3,2019-04-18 13:57:56
591,R6roO8Le,4,2019-04-22 17:17:41
592,oRjjJcW1,5,2019-03-17 17:25:34
593,RiGYBaZH,5,2019-04-23 17:15:50
594,9AbUDpVA,5,2019-04-02 11:55:59
595,72B3y7iG,7,2019-04-05 16:35:55
596,SLOpUpId,3,2019-04-12 12:44:59
597,TZMggRZn,5,2019-03-26 17:21:35
598,VRGON1H6,5,2019-04-09 15:10:13
599,NoLmz0OM,6,2019-04-08 14:46:28
600,xqQ2q4nS,8,2019-04-26 14:46:54
601,rsPJN1Lo,6,2019-03-02 12:37:38
602,Rd2CxAkw,1,2019-04-28 13:23:39
603,jh9FQ7PA,5,2019-03-08 19:25:38
604,JXVc3ez0,8,2019-04-30 11:23:49
605,7sjrNTu9,8,2019-03-05 21:56:58
606,nCzX3MP8,2,2019-03-06 18:40:59
607,HdJGoies,4,2019-04-25 20:27:28
608,LtrajqAm,1,2019-03-30 18:25:30
609,JORaPaHU,6,2019-04-26 11:56:51
610,OvYOhq2I,3,2019-04-04 21:58:56
611,45vkdHrt,3,2019-03-25 14:17:12
612,Oln4cGGc,1,2019-04-18 10:10:59
613,UbWHD7LB,3,2019-04-30 18:59:35
614,m4CuHfrh,3,2019-04-04 11:35:18
615,8TuGXpnS,5,2019-03-07 16:43:33
616,tIl7WgdH,5,2019-03-08 12:45:23
617,cv9eh2tM,6,2019-03-22 14:13:32
618,ekZTXHZp,3,2019-03-13 16:55:54
619,pfsjD6Qf,6,2019-04-09 13:24:51
620,WwZOZy0R,3,2019-03-11 14:12:24
621,c6zyxozp,1,2019-03-09 18:16:18
622,EmOYRnHX,8,2019-04-03 16:26:12
623,Y1inDjFv,2,2019-04-17 16:11:15
624,Vctbc9LV,3,2019-04-19 12:20:31
625,jehxCmvq,8,2019-04-15 19:36:43
626,94j67V7C,4,2019-04-19 10:51:22
627,NvVXy4Se,1,2019-03-21 17:41:26
628,MZ41r6iL,4,2019-04-22 10:43:33
629,S9SC36xg,2,2019-04-18 12:54:11
630,HgkziTGn,5,2019-04-23 11:57:19
631,cP15e7mX,2,2019-03-07 10:31:57
632,nFgVGTq3,6,2019-04-06 15:22:51
633,w7Mk1GMG,6,2019-03-28 16:59:48
634,PYi851mu,5,2019-04-01 12:28:55
635,WaAx122O,4,2019-04-15 13:37:18
636,Kiku7qeN,4,2019-03-11 10:25:39
637,EDJsMrGz,8,2019-04-04 20:16:33
638,e3sHotQi,3,2019-03-24 16:27:31
639,oNRZoxgL,3,2019-03-04 12:18:23
640,7z5NvtLg,6,2019-03-29 12:56:21
641,JOiGk4rt,8,2019-03-20 17:23:52
642,1mWLdgjz,5,2019-03-01 16:34:13
643,RlCEpyOR,1,2019-04-22 21:33:12
644,9chv884U,1,2019-04-17 18:35:36
645,PHazBkhy,3,2019-04-03 16:51:24
646,NgUgcIlB,6,2019-04-10 14:45:40
647,8KpbZqOx,3,2019-04-20 14:57:23
648,w7ZEm8mu,5,2019-03-14 10:16:43
649,GB4smAHn,5,2019-03-14 11:18:44
650,UBGFHf4Y,2,2019-03-01 13:51:32
651,qpPoLbRI,6,2019-04-20 12:35:31
652,Fm8poLKF,3,2019-04-17 15:49:16
653,NXmjh7rZ,6,2019-03-29 14:34:14
654,QXNPkTiJ,8,2019-04-07 12:35:59
655,kSmGLZHy,3,2019-03-01 12:40:10
656,f5G8GOrC,1,2019-04-19 14:21:55
657,rOz8Kqtz,6,2019-04-26 21:38:22
658,BCjVSdCc,3,2019-04-09 16:52:44
659,Su0kWbvK,2,2019-04-28 17:35:34
660,1z8orK4W,2,2019-04-28 16:48:50
661,6lNm1aud,3,2019-03-28 18:24:26
662,JYfdF10D,6,2019-04-19 13:41:29
663,i5VizQA1,1,2019-04-11 21:20:41
664,bYd9FpWD,8,2019-04-26 16:42:36
665,7mnyU7KJ,5,2019-03-07 18:56:14
666,Pc3YOwe8,6,2019-04-08 13:50:44
667,CSaJCXh4,2,2019-03-10 20:22:11
668,Kr2H75Aa,7,2019-04-07 15:17:17
669,8fL95K2V,3,2019-04-12 16:58:25
670,tw9LGqeX,5,2019-03-24 10:45:11
671,dGbgWyb9,3,2019-04-13 19:24:51
672,HtTy6uGU,7,2019-03-23 11:19:13
673,YKiiSMg1,2,2019-04-01 12:15:56
674,RzPcAeGJ,1,2019-03-11 21:28:26
675,4SYQxYct,5,2019-04-07 11:11:40
676,30Zn7XCS,3,2019-03-06 11:22:44
677,COnZWcoq,3,2019-03-28 19:22:29
678,QtJrUk6j,1,2019-04-08 10:59:10
679,hhcy9HmB,2,2019-04-02 16:43:55
680,V3QHmwLL,2,2019-03-18 12:57:41
681,qUYEqkDX,5,2019-04-18 12:22:28
682,lbg7X0ZJ,3,2019-04-24 12:44:40
683,K5NNG3P9,3,2019-03-12 21:36:39
684,CxcFEc84,1,2019-03-28 16:57:59
685,XL9C3Bji,3,2019-04-24 10:35:35
686,0oRoE38i,3,2019-04-05 12:22:57
687,GRCBAaq6,7,2019-04-08 16:54:26
688,bDOVltRS,5,2019-04-21 11:47:59
689,ZxFZPAZO,1,2019-04-06 12:49:27
690,b79rEfWk,5,2019-04-05 18:18:58
691,KAxAn5ET,4,2019-04-08 13:28:14
692,fBKile4p,8,2019-03-01 12:28:17
693,NyUyW9sr,1,2019-03-08 21:18:16
694,WHGmO6H8,7,2019-03-23 19:31:49
695,jWeh5lcY,5,2019-03-17 10:30:46
696,97cLZ7Yo,6,2019-04-15 10:48:26
697,qAYGeMXN,3,2019-04-15 11:27:45
698,nl5M2v0c,5,2019-04-30 18:25:11
699,XaHIoNlT,1,2019-04-17 17:50:33
700,EbN0o6Z4,2,2019-03-13 20:58:23
701,735p0oCU,1,2019-04-13 12:25:45
702,kpBXPqM1,7,2019-03-07 21:21:49
703,QhOB6EKT,3,2019-04-08 18:30:24
704,J7lj6ik0,1,2019-04-19 10:13:40
705,QGFaYHj6,6,2019-03-16 17:21:34
706,Q1akMf64,8,2019-04-19 21:47:48
707,QK2C2mhH,1,2019-04-09 17:14:50
708,rWxBFyt9,2,2019-04-19 13:52:57
709,XETuKFxs,3,2019-04-19 17:37:22
710,DQfTGX32,3,2019-03-11 12:51:35
711,3GlXaPFg,6,2019-04-24 18:58:42
712,J3wq4sGx,2,2019-03-18 10:38:25
713,btXSvTlf,5,2019-03-15 16:18:58
714,8JzaDJxX,4,2019-03-04 18:37:43
715,kWoccxpN,3,2019-04-13 10:46:26
716,HbLBfq1l,5,2019-04-14 19:35:28
717,sLfnYqtJ,5,2019-03-06 17:53:44
718,E3fX5Mt5,4,2019-04-23 15:51:38
719,H44ZJ0O2,8,2019-03-23 12:38:13
720,r3mUPbvt,6,2019-04-21 17:35:38
721,mprqX0nv,2,2019-03-25 18:31:20
722,ftuzX8v7,1,2019-03-23 18:59:44
723,ScYBSsco,5,2019-04-11 15:39:22
724,mGlhMYwe,4,2019-03-11 21:10:46
725,DqBDftGT,2,2019-03-30 20:28:41
726,m8OAGUGP,5,2019-04-15 14:56:19
727,Yo2yJ6K6,6,2019-03-05 12:50:11
728,jrJotabb,7,2019-03-01 10:44:47
729,4IASDbm1,4,2019-04-24 19:58:36
730,zLnHq6UH,4,2019-03-18 11:38:53
731,ePrj4nj2,6,2019-04-17 20:53:35
732,hmOa1zRo,5,2019-03-11 16:53:20
733,WIWIsCuc,6,2019-04-12 14:22:17
734,FjYWcWRH,7,2019-03-05 18:20:44
735,PxFW7Ltw,6,2019-03-26 13:39:15
736,55TA3rEJ,7,2019-03-21 14:54:55
737,QUyWpGhz,4,2019-03-03 12:18:20
738,zZETcCYc,2,2019-03-21 15:57:30
739,702coUwq,3,2019-03-08 13:31:29
740,PfRTriTr,3,2019-03-04 18:51:22
741,nunpZI8V,1,2019-03-15 14:18:29
742,S3gcH4fL,2,2019-04-18 12:28:44
743,Ri8EUZoS,7,2019-04-24 19:59:40
744,Ay6tr5ua,4,2019-03-25 16:37:55
745,fIeZ0602,5,2019-04-05 17:39:44
746,yMqkSnsZ,6,2019-03-04 12:25:37
747,XqxCwTDF,2,2019-04-25 10:50:14
748,dnOLss6k,6,2019-03-24 20:53:20
749,kpUOSSxv,4,2019-04-08 20:50:44
750,qMkQBDuc,7,2019-03-02 11:32:14
751,od7HhNZ0,6,2019-04-17 18:19:38
752,hBYYztAZ,8,2019-03-28 17:56:44
753,30tWsLVr,5,2019-04-25 17:55:45
754,kr4ILbig,3,2019-03-01 14:17:50
755,EcS0erVq,2,2019-03-04 14:11:46
756,pZSjzvod,2,2019-03-26 14:23:35
757,8NoUp2pv,5,2019-03-06 10:13:56
758,weK3r132,5,2019-03-01 18:54:27
759,9VqxQAlN,2,2019-04-15 17:31:23
760,oSRi7HVU,5,2019-04-13 21:30:18
761,oSvql4sg,3,2019-03-30 19:49:50
762,KzoGxxFa,2,2019-04-20 12:26:56
763,PxQjUBeC,3,2019-03-21 14:52:43
764,670jR6ln,8,2019-04-08 12:52:43
765,dMUXB9gK,4,2019-04-06 10:18:39
766,ccDAUGKi,7,2019-04-06 21:42:17
767,7x53Moqd,6,2019-03-18 10:29:31
768,ikCpkcyX,5,2019-03-26 18:34:16
769,P92905De,6,2019-03-02 19:57:32
770,jzPYmX1Z,2,2019-03-11 11:19:45
771,JLU3QAvu,7,2019-04-23 17:41:50
772,SMfckGCP,2,2019-04-24 14:54:58
773,DpJA7vH1,4,2019-04-05 11:28:13
774,5xK7c849,8,2019-04-13 14:16:21
775,PeNNw1L9,3,2019-03-19 12:20:49
776,Bwo3Z62s,7,2019-04-29 13:48:36
777,bO38AXlE,3,2019-03-21 12:11:40
778,0MciKAFR,4,2019-04-29 10:31:34
779,UnnjjZCC,1,2019-03-08 15:47:47
780,uEaAIBuX,4,2019-03-11 13:19:31
781,CpVu3nWs,2,2019-03-21 11:13:14
782,C8IB2bmX,7,2019-04-01 16:47:47
783,a71ETeKk,3,2019-04-14 11:10:28
784,x4RUICQo,6,2019-04-18 18:29:33
785,ht70Tkfa,8,2019-03-29 10:33:57
786,H6AsxgLd,7,2019-04-21 21:14:59
787,LtQoDS8S,3,2019-03-17 18:49:51
788,04iE6nsv,3,2019-03-08 10:30:21
789,RBUPBFrY,2,2019-03-08 13:55:28
790,suSh3VpY,7,2019-03-18 21:33:11
791,p7Vp0XGQ,6,2019-04-18 14:56:37
792,rNBv1yNq,3,2019-04-01 10:24:12
793,rOHVTyXv,6,2019-03-19 14:27:58
794,xJZO9ZF1,7,2019-04-07 16:13:33
795,HRiuDv6x,1,2019-04-08 15:56:23
796,IXKuCtkr,1,2019-03-05 16:42:20
797,6si8C5kc,8,2019-03-04 14:17:45
798,XMPNZ73K,8,2019-03-25 20:12:54
799,3D5Fhvd7,4,2019-04-22 14:51:11
800,hUqOnQLP,2,2019-04-14 18:41:24
801,NLNHgo5I,6,2019-03-28 10:31:38
802,cSiOh5jj,6,2019-03-19 12:13:53
803,QBHcGvNc,1,2019-04-15 11:41:34
804,rjj13v2d,6,2019-04-13 15:16:31
805,UIYK7UKv,3,2019-04-22 20:21:36
806,4HDbhJcE,3,2019-04-27 15:11:19
807,57iuaB9N,5,2019-03-09 19:38:25
808,9d0hcggV,6,2019-03-25 17:27:10
809,6IWdo8H8,2,2019-03-27 10:51:43
810,v50m6kn9,6,2019-03-08 16:18:51
811,XA7Tg5M4,3,2019-03-23 16:58:39
812,iNpJztNV,8,2019-04-04 21:21:22
813,62b2skQ5,4,2019-04-03 17:48:54
814,jSr5uhtK,3,2019-04-16 21:32:16
815,xnSe696a,6,2019-03-23 13:38:57
816,ZDNpns7c,2,2019-04-14 21:43:46
817,gnpfunP5,8,2019-03-25 11:42:53
818,FE92xqM9,5,2019-04-03 13:42:56
819,6QPgZDeL,7,2019-04-14 19:56:17
820,49BtXpRH,6,2019-03-02 18:56:49
821,bREFnAPK,4,2019-03-19 14:48:38
822,mT8Vbm2i,4,2019-04-24 17:19:25
823,pxUSoP0x,4,2019-04-28 16:42:33
824,SREjUg1U,7,2019-04-08 12:19:27
825,o7XjsMBN,6,2019-03-16 19:27:27
826,5uIiNhxs,2,2019-04-18 20:15:14
827,FQYtMRXZ,4,2019-04-04 15:44:35
828,rPj9MEqG,5,2019-04-05 18:48:28
829,gfefTIAG,3,2019-04-04 16:16:38
830,7ytYV84d,1,2019-04-19 13:22:58
831,Z64TDurF,3,2019-03-01 17:29:55
832,O9j0S5rE,2,2019-04-30 12:15:15
833,XDEgr57X,8,2019-04-18 21:38:37
834,Ivh7KCLF,1,2019-03-29 17:37:50
835,rISF081I,3,2019-04-10 10:24:57
836,QBfsh6pQ,5,2019-03-26 17:25:54
837,7vuqg5Za,6,2019-04-21 18:39:17
838,eRSfVvt1,5,2019-04-15 17:28:11
839,F25N8UxR,5,2019-03-18 12:38:38
840,gJRIi3t1,5,2019-04-28 13:50:44
841,l7wgSMdx,7,2019-03-09 13:29:55
842,GCF56F1m,6,2019-03-06 14:19:28
843,dhPbOCIa,7,2019-03-09 20:16:53
844,gbQ6aMtv,5,2019-03-01 17:29:44
845,pqpCkFHx,5,2019-04-14 13:52:17
846,V2sUYMh4,5,2019-03-08 18:54:30
847,2d3xfRci,7,2019-04-24 17:18:23
848,Tz8UHQn7,3,2019-03-02 19:43:11
849,Gv4Tp0PV,3,2019-04-22 16:31:58
850,8m7HjNV6,6,2019-03-09 19:51:18
851,ihafK8Mt,7,2019-03-05 15:37:48
852,eYuCeMk4,1,2019-04-19 19:49:28
853,Lvlq2tcg,5,2019-04-26 12:45:30
854,7De2izF9,5,2019-04-03 10:13:48
855,PTorYjPN,4,2019-03-19 13:51:18
856,9ulR1KS7,8,2019-04-19 19:23:40
857,j2zNOoqg,6,2019-04-02 12:45:22
858,p4zLaZEY,8,2019-04-12 14:39:33
859,g7cssUtS,3,2019-04-22 14:31:51
860,XLverodx,6,2019-03-10 10:38:30
861,I4Wcsj1C,3,2019-04-30 15:16:25
862,YKiUT8SG,2,2019-04-02 17:12:28
863,7vTY5Ih9,3,2019-03-26 11:51:59
864,dxiNfw2u,7,2019-04-30 14:19:54
865,OAg1Eio7,3,2019-03-07 20:11:22
866,ZbQ7ivbN,4,2019-03-05 15:32:54
867,8AXYsyup,3,2019-03-08 11:53:26
868,cJLgIDWL,8,2019-04-20 11:53:46
869,TqfWMHeB,3,2019-04-17 11:40:33
870,aR2fpkea,1,2019-03-09 18:29:53
871,lPwuu4aL,4,2019-04-16 20:20:36
872,sqJjMNxm,2,2019-03-25 19:13:21
873,suqMssF0,6,2019-04-14 11:52:49
874,mkpluiNm,3,2019-03-29 13:32:25
875,Yd3tIvk9,5,2019-03-28 16:59:10
876,ZY9YfG8m,1,2019-03-22 12:17:51
877,JnPE1rUL,4,2019-03-10 12:13:33
878,0kuT9zkj,2,2019-04-26 13:11:10
879,sLKl4yMG,7,2019-03-05 18:52:53
880,339vTVvH,4,2019-03-16 14:40:35
881,Tr2PxhS1,2,2019-03-30 18:19:15
882,YejpP4wN,4,2019-04-11 19:40:51
883,EP1KoXYg,4,2019-04-19 18:54:18
884,jCD7xEm5,3,2019-03-29 11:12:33
885,RaiDF8F4,2,2019-03-15 13:57:34
886,zyev3Znd,8,2019-04-09 20:44:10
887,MGtPoXIF,7,2019-04-18 16:48:57
888,RHPsWFax,5,2019-03-20 10:15:50
889,FrKXhgLz,3,2019-03-13 21:24:21
890,JgswujLa,3,2019-03-05 17:21:38
891,rrjkAM6C,6,2019-03-03 20:14:39
892,nvfJPh1M,1,2019-03-04 19:21:51
893,aInwM9m1,7,2019-04-24 18:23:27
894,HA8n31N1,7,2019-03-25 13:21:46
895,zOmSJYn4,1,2019-04-11 18:21:19
896,78G7Woka,7,2019-04-23 12:53:53
897,T1jLZhMK,5,2019-04-18 20:24:31
898,So2k3J5S,3,2019-04-08 21:24:25
899,y4HC1kji,8,2019-03-08 10:27:47
900,D6gsOooR,3,2019-04-10 15:17:15
901,a8VOn6E0,5,2019-04-24 15:31:10
902,teQaIfAi,2,2019-03-12 21:59:44
903,Vnp797vq,7,2019-03-17 16:20:24
904,f2zj7evu,8,2019-03-07 21:45:46
905,YkOaCr6b,8,2019-03-05 18:33:17
906,4lOJMaLy,4,2019-03-14 14:57:59
907,8LXDaaXv,2,2019-03-22 14:26:56
908,YdEB39uW,5,2019-04-17 10:24:40
909,TbzPmmEx,1,2019-03-30 10:24:55
910,pcHgn9Ls,3,2019-03-16 21:46:42
911,bWbl6gJL,4,2019-03-05 18:50:27
912,Aedab2wL,5,2019-03-22 13:58:43
913,eR5ZHfIb,4,2019-03-14 12:21:18
914,bjKBiLi5,8,2019-04-22 15:52:37
915,G9b9ugZP,5,2019-03-15 21:27:44
916,nBkIFCus,8,2019-04-01 13:54:35
917,ylB5se80,7,2019-03-06 13:34:53
918,lF8ZL01g,5,2019-03-22 16:32:53
919,iuXkaVpf,1,2019-03-05 19:33:52
920,xP3B84h8,2,2019-04-02 19:54:15
921,WqbBPBye,4,2019-03-28 12:46:43
922,wYaawCTL,2,2019-04-04 19:57:11
923,Y3NBCWu7,5,2019-03-10 20:43:40
924,nZRF7hqa,7,2019-03-29 11:44:20
925,yTwzZZyq,7,2019-04-18 17:34:37
926,rR83V8Ey,2,2019-04-14 19:54:12
927,NpahfxHV,6,2019-03-03 10:23:45
928,qD4082bm,3,2019-04-20 12:37:11
929,3tckTwBA,4,2019-03-22 20:45:39
930,H6XBaeW3,4,2019-03-07 10:52:17
931,vaIygfDK,5,2019-04-18 14:39:22
932,FERhTvND,3,2019-03-19 21:54:46
933,hg3G6eFc,7,2019-03-22 21:11:52
934,kzdXMaOf,7,2019-03-04 21:44:32
935,Twq2uc7E,3,2019-03-06 14:52:37
936,GuOb9kR1,4,2019-04-01 18:47:58
937,UBGbHT8z,3,2019-04-21 21:56:56
938,x8KdPIm7,2,2019-03-05 21:10:10
939,M228tRli,7,2019-03-04 15:21:51
940,p76B8hUR,4,2019-03-09 21:56:21
941,t0yR0OSS,6,2019-03-02 15:23:41
942,0tsph3va,6,2019-03-19 17:14:17
943,aFSWoZJw,8,2019-04-12 19:34:50
944,kCQu8bTW,5,2019-04-15 11:42:27
945,lEimNwlC,8,2019-03-15 20:14:13
946,3bVC80hI,4,2019-03-27 13:42:19
947,iFgfxivQ,5,2019-03-19 16:37:35
948,PZNizihR,5,2019-03-19 12:39:56
949,PzoliCaN,3,2019-03-18 10:54:31
950,u9JJg2o5,7,2019-04-10 12:21:23
951,HRdrDMbT,8,2019-04-30 19:13:41
952,rJtv2LhN,6,2019-03-13 21:16:17
953,mYT9GhXr,2,2019-03-15 18:20:10
954,UTj4z3AR,2,2019-04-27 11:12:37
955,1ww2VchZ,1,2019-04-20 15:29:11
956,didhIIkF,1,2019-04-11 15:48:51
957,hy8hRzWR,3,2019-03-12 21:48:41
958,R1oT73AJ,4,2019-04-29 15:12:33
959,fliVXEIK,1,2019-03-09 21:29:24
960,MBW8qcRM,2,2019-04-29 10:31:39
961,QJeDw4CQ,5,2019-03-27 20:13:15
962,yuPu70Ya,5,2019-03-25 21:44:39
963,ruAMLGnL,3,2019-04-13 13:29:19
964,5XcneFeg,5,2019-04-10 15:38:59
965,mogntcCq,4,2019-03-19 16:30:38
966,TJf8w92d,5,2019-04-30 11:20:30
967,5wjFS2Gn,5,2019-03-27 16:55:36
968,ol3SmbBg,3,2019-04-16 20:18:47
969,LXmfE06R,8,2019-03-30 12:29:48
970,2VfZ4a7w,6,2019-04-30 13:19:25
971,sZCrh3bX,7,2019-04-12 16:33:19
972,0h9A54LD,8,2019-04-28 13:15:52
973,SwTa9tuk,8,2019-03-26 17:17:47
974,pdh3wj22,4,2019-04-18 19:21:27
975,NFgApTKZ,2,2019-03-10 19:17:50
976,IGqa6J34,1,2019-03-24 16:32:37
977,Idrl3Jmf,7,2019-03-11 18:40:15
978,Uq3C5D7t,7,2019-03-11 20:51:19
979,vgIouhDd,4,2019-03-09 12:21:42
980,C0OohOJe,4,2019-04-24 19:16:25
981,MjyyyO02,5,2019-04-12 13:45:18
982,mqflgWu7,6,2019-03-22 10:36:58
983,CFsh7kxY,8,2019-04-20 14:58:56
984,KDspczsa,3,2019-04-20 14:57:51
985,HI64XDXt,4,2019-03-19 13:27:38
986,rzfOoRiJ,7,2019-03-01 18:19:12
987,8nxvf2WG,7,2019-03-14 12:51:42
988,J5UL5uDv,5,2019-04-23 21:11:35
989,58ecVxbL,6,2019-04-30 12:34:12
990,BFGuBsTN,3,2019-03-03 17:59:20
991,pfnXw9v0,6,2019-04-12 20:55:35
992,ZwfsJM0T,3,2019-04-06 19:57:50
993,U5IDTk75,6,2019-03-07 15:59:13
994,Pye4pabD,5,2019-03-15 12:57:57
995,CzRpgLQU,8,2019-03-12 20:51:34
996,wSlff9Ri,3,2019-04-05 20:51:46
997,RcfzST6d,7,2019-03-26 21:53:54
998,MCnXJJkb,5,2019-04-12 10:50:17
999,MyQQXqXi,6,2019-04-04 11:32:33
1000,lh7oa5B0,5,2019-03-03 19:10:41
1001,T8WeyavL,1,2019-04-21 18:40:54
1002,dfbu9AFJ,1,2019-03-04 10:59:49
1003,AkmTlPKC,5,2019-03-28 16:44:14
1004,1iWgcI4K,6,2019-03-16 20:21:22
1005,mSurgBqu,7,2019-04-15 10:49:32
1006,odixDpUS,8,2019-04-03 11:50:16
1007,dqWVR5fQ,5,2019-03-06 15:49:25
1008,Pvid7VQj,8,2019-04-10 10:16:29
1009,4MXempH0,5,2019-04-03 10:38:32
1010,jWJkIVGt,7,2019-03-23 18:15:39
1011,uiepNK7M,7,2019-03-19 13:17:49
1012,v9HVUD21,3,2019-04-12 10:38:30
1013,XMrQd6LT,2,2019-04-21 13:26:37
1014,NuK9aZID,4,2019-03-02 21:51:19
1015,CiK1dpjn,3,2019-03-23 13:37:43
1016,rShXCM2x,1,2019-03-06 13:59:47
1017,V6bfsVXN,1,2019-04-04 17:14:56
1018,HQi3cQqv,8,2019-04-12 10:21:23
1019,TCNTzHpD,1,2019-03-30 15:39:33
1020,lsc6LBjS,3,2019-04-18 17:50:57
1021,MiSZYpLJ,5,2019-04-26 16:18:56
1022,tUliIcG3,8,2019-03-20 14:40:48
1023,Q3ywWmem,7,2019-04-28 10:52:23
1024,2mnesp59,3,2019-03-01 21:55:17
1025,84Dnk6vS,7,2019-04-27 14:46:41
1026,yGryJD5S,1,2019-04-18 15:10:38
1027,FQFu8IZD,6,2019-03-20 18:26:35
1028,aAIF0wLc,3,2019-04-28 11:24:17
1029,egYqKpJe,4,2019-04-15 12:59:45
1030,FjH6CJhd,3,2019-03-21 18:35:11
1031,noc3QSoI,5,2019-04-21 19:12:37
1032,uRITKHvF,3,2019-04-09 21:21:11
1033,3qapl6C6,8,2019-04-29 17:50:15
1034,CLrjW8On,7,2019-03-06 18:37:37
1035,td9o8nOY,5,2019-03-06 17:36:56
1036,31i2goas,5,2019-03-26 19:17:47
1037,qKGt8V2M,4,2019-04-09 11:27:29
1038,gvXBjIFJ,3,2019-04-23 11:23:20
1039,hXMAmV1l,4,2019-04-16 15:42:40
1040,H4K6ClJe,2,2019-04-06 11:15:34
1041,TqoNiz0A,2,2019-03-15 15:39:45
1042,5PjzqDAX,3,2019-04-10 20:53:24
1043,ZXjqYCbX,4,2019-04-27 14:25:15
1044,PzqGCT3F,4,2019-03-13 12:16:24
1045,FfHO4zgp,8,2019-03-18 18:32:29
1046,BnmE2YX0,6,2019-04-05 20:23:20
1047,nukt95iM,2,2019-04-25 18:43:45
1048,zhNJd47Z,4,2019-03-13 14:57:12
1049,CiCbhLLJ,3,2019-04-08 20:29:11
1050,pbRSonH7,5,2019-04-27 14:45:23
1051,RGC0h7AW,2,2019-04-24 12:11:46
1052,ys5qGMOh,2,2019-04-14 17:25:44
1053,XoXfroTR,5,2019-04-23 14:16:41
1054,Kipk0j3E,5,2019-03-08 14:52:19
1055,TYcWPvRT,2,2019-04-28 17:50:38
1056,KjocvuTk,8,2019-03-03 18:47:38
1057,CRncWcU4,5,2019-04-08 17:42:41
1058,uLsJkamx,5,2019-03-09 17:40:14
1059,6hsooMUL,6,2019-04-14 13:21:48
1060,cjDePjwC,6,2019-03-10 19:56:45
1061,lmsudIOs,7,2019-04-09 15:42:16
1062,4DFMDm4L,2,2019-03-19 13:41:37
1063,1Cy08swr,3,2019-03-15 18:31:11
1064,6BAY7ZRN,6,2019-04-06 15:55:35
1065,hOH6CssB,1,2019-04-30 18:29:30
1066,IGSRmG9M,1,2019-03-22 11:14:17
1067,yDWH8siw,5,2019-04-02 19:19:47
1068,3May8BTZ,7,2019-04-09 20:31:36
1069,DVftNgPn,3,2019-03-25 21:33:20
1070,jtcnvybv,6,2019-03-26 13:35:36
1071,Wi6bmSrq,8,2019-03-19 10:31:33
1072,k72zYiXX,7,2019-04-21 21:25:20
1073,0PdBKOuU,2,2019-03-23 11:12:16
1074,wWIvojg7,2,2019-04-06 12:14:41
1075,wmT1bqHL,3,2019-03-21 19:51:10
1076,sT9RYuRI,5,2019-03-23 21:58:11
1077,aRZSBysT,6,2019-03-30 20:54:25
1078,2jbsz1gH,3,2019-04-16 19:30:40
1079,RyjNsNFy,5,2019-04-05 17:12:24
1080,X21V58Wd,3,2019-03-15 13:42:43
1081,OSsTQ7nu,3,2019-04-22 19:54:16
1082,wlqDEYON,1,2019-04-15 15:56:29
1083,yaOY3Zkd,5,2019-03-06 16:32:58
