title,price,old_price,discount_offer,image_urls,images
ASUS RoG Phone (ZS600KL-1А007RU) ,69990,nan,0,https://img.mvideo.ru/Pdb/30041238m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041238m.jpg', 'path': 'full/e17a1239d9d4face72285fc06ee4c06e2393d6c7.jpg', 'checksum': '1c167a6e443487e9a7649657834f0112'}]"
Apple iPhone 6s 32Gb Rose Gold (FN122RU/A) восст. ,22990,nan,0,https://img.mvideo.ru/Pdb/30040191m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040191m.jpg', 'path': 'full/f4de7fee50c7f79bc93f034fda411fea339eea45.jpg', 'checksum': '0fa802afd519756d340fb66d21e7b7f9'}]"
Digma VOX S513 4G 16Gb Black ,4190,nan,0,https://img.mvideo.ru/Pdb/30031297m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031297m.jpg', 'path': 'full/33b44b0895375f66eecef08db6b70a32739b7ff7.jpg', 'checksum': '5c60bb0d0a94e013e5621211c704c7cc'}]"
Apple iPhone 7 128Gb Gold (MN942RU/A) ,43990,nan,0,https://img.mvideo.ru/Pdb/30026211m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30026211m.jpg', 'path': 'full/4a2339f8cb1c148dcc249cc8bb939604035f6a03.jpg', 'checksum': 'e14df2aaf75cb2f5724fa1bf109ef817'}]"
BQ mobile BQ-5002G FUN Black ,3390,nan,0,https://img.mvideo.ru/Pdb/30041513m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041513m.jpg', 'path': 'full/cca1d4a185448b20687ce40ba75a273b1316bada.jpg', 'checksum': 'ab9456d2b95c920d462bda1bcc80fd96'}]"
Samsung Galaxy S8+ 128Gb Черный Бриллиант ,58890,nan,0,https://img.mvideo.ru/Pdb/30029746m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029746m.jpg', 'path': 'full/159bdb30fa97b7d75e1a06c18ecd2fb697afb5c4.jpg', 'checksum': '53ccfb74c8f0e2a9968d933c0176016c'}]"
teXet TM-5581 Gold ,5690,nan,0,https://img.mvideo.ru/Pdb/30038679m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038679m.jpg', 'path': 'full/21b09fbc9a0f32e6d034f92b596dc3114c04bf29.jpg', 'checksum': '1d20e905cb362c24ab08b9d1e08281d3'}]"
Meizu 15 64Gb+4Gb Black (M881H) ,34990,nan,0,https://img.mvideo.ru/Pdb/30039110m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039110m.jpg', 'path': 'full/4c21f061bacf1e4890ab8a42e4e79cf260c0cb52.jpg', 'checksum': '781559c3b4594cbccce065fd45b324a6'}]"
BQ mobile Rich Gold (BQ-5012L) ,5190,nan,0,https://img.mvideo.ru/Pdb/30032366m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032366m.jpg', 'path': 'full/aa78ee9cfa285bfaf0a1e9f83cc91d5d4868549e.jpg', 'checksum': 'a32965a6cca870fd532debb9fcbb1eb1'}]"
Huawei Mate 20 RS Black Porsche Design ,139990,nan,0,https://img.mvideo.ru/Pdb/30041811m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041811m.jpg', 'path': 'full/185eb3bd03a89fac5a0f5e2369d0b717ea4097b8.jpg', 'checksum': '8e8e35fe5acfa3dfd327d9bd9fabeedd'}]"
Vivo V11i Nebula 4GB+128GB (1806) ,24990,nan,0,https://img.mvideo.ru/Pdb/30040250m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040250m.jpg', 'path': 'full/3c7458f5cbf9a272bc27be40bf93a06cc805696f.jpg', 'checksum': 'b8bcff2a0f92daca787d66028aa40951'}]"
HTC U11 64Gb Amazing Silver ,35990,nan,0,https://img.mvideo.ru/Pdb/30029388m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029388m.jpg', 'path': 'full/ed1e10f2f2ab50697941202b390a5079f072deb1.jpg', 'checksum': 'b76feb1aa06ee2c3068c0fda8ec282f2'}]"
HTC U11 64Gb Sapphire Blue ,35990,nan,0,https://img.mvideo.ru/Pdb/30029461m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029461m.jpg', 'path': 'full/ea374d9928a38ff85ca19b2f4f86bb9f7dd84e72.jpg', 'checksum': 'a0e9f8419be5f41d820faf00fd25bfb0'}]"
Vivo Y85 4Gb+32Gb Red (1726) ,14990,nan,0,https://img.mvideo.ru/Pdb/30039923m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039923m.jpg', 'path': 'full/3ac721cdb8f03c41013922aeec972ec16ac3eb88.jpg', 'checksum': '9255667615a5154dbfe9ededfd395bb3'}]"
BQ mobile Crystal Black (BQ-5054) ,5290,nan,0,https://img.mvideo.ru/Pdb/30030501m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030501m.jpg', 'path': 'full/3b23ce6b0988490e982f429fb91118f90c1394c0.jpg', 'checksum': 'e36adcb2c4517f18ba4befdc1781ca95'}]"
BQ mobile Strike Power Gold Brushed (BQ-5059) ,5990,nan,0,https://img.mvideo.ru/Pdb/30029786m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029786m.jpg', 'path': 'full/0bdbaf7ac77a0c4f9a8b2fef5b51e682fb1c5b3f.jpg', 'checksum': '3c17eaf61c8815011f3db616505e8d10'}]"
BQ mobile BQ-5002G FUN Dark Gray ,3390,nan,0,https://img.mvideo.ru/Pdb/30041514m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041514m.jpg', 'path': 'full/b2d5c4e68c78f819ff21ac6a60ee37d72a9c0b1e.jpg', 'checksum': 'acc7f5c1768a59792ac915a14fd4c52f'}]"
BQ mobile BQ-5300G Velvet View Silver ,3990,nan,0,https://img.mvideo.ru/Pdb/30041523m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041523m.jpg', 'path': 'full/a8701ce33022116f9023f05ba5010d3cabafd99b.jpg', 'checksum': '46beb5a6e5eefd3f86a01d5d396984b0'}]"
BQ mobile BQ-5520L Silk Brown ,5490,nan,0,https://img.mvideo.ru/Pdb/30041923m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041923m.jpg', 'path': 'full/35b633c7e7e620f9fb1bcc47d412582e0be10ffb.jpg', 'checksum': '3687759809606a4396d2b0bb7a5e2536'}]"
Itel A14 Elegant Black ,2990,nan,0,https://img.mvideo.ru/Pdb/30041566m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041566m.jpg', 'path': 'full/3dedde172823f9b1d0a086268eb545a03dfa16ef.jpg', 'checksum': 'e12c7b4ba8769f0d4d37d3fbf6c41e15'}]"
Sony Xperia XA2 Plus DS Gold (H4413) ,23990,nan,0,https://img.mvideo.ru/Pdb/30039896m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039896m.jpg', 'path': 'full/7d2b2b28a9b0aacdda3e462b88df50f0fd85000e.jpg', 'checksum': 'e26e8ee4b615e77dca03fc7757d9792a'}]"
LG G6a Black (H870S) ,24290,nan,0,https://img.mvideo.ru/Pdb/30031500m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031500m.jpg', 'path': 'full/2e07b248dee505204a54d481b1cf82f728d52a1e.jpg', 'checksum': 'ab27e98f06c70d561a78ec2b5e520e3d'}]"
Samsung GALAXY Note 8 64Gb Желтый Топаз ,46990,nan,0,https://img.mvideo.ru/Pdb/30030008m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030008m.jpg', 'path': 'full/763b917fdf886d35186a4ae37ab544a619ff7b36.jpg', 'checksum': '0ac796d465790d5d6469a18432a964c8'}]"
LG G6a Platinum (H870S) ,24990,nan,0,https://img.mvideo.ru/Pdb/30031477m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031477m.jpg', 'path': 'full/064f3bed6a341b4c3dc92fbace602dba27c9b8fa.jpg', 'checksum': 'c8656695f844ca3532117b3ac9348e28'}]"
BQ mobile Jumbo Black (BQ-6001L) ,8990,nan,0,https://img.mvideo.ru/Pdb/30039494m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039494m.jpg', 'path': 'full/02c82c2904834eea71d38ea5bad35421e300a7ff.jpg', 'checksum': '485621384590c713f37d542e70a9af11'}]"
Prestigio PSP3495DUO MUZE V3 LTE BLACK ,4990,nan,0,https://img.mvideo.ru/Pdb/30041825m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041825m.jpg', 'path': 'full/bb9dc5c3449e0e18b1d3de7f742bdb3f95464d39.jpg', 'checksum': '24412b66d8d26539d9df46bc2b7f188f'}]"
BQ mobile Strike Black Brushed (BQS-5020) ,3990,nan,0,https://img.mvideo.ru/Pdb/30029781m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029781m.jpg', 'path': 'full/af2d84a891132ed9198b6cc97c56ad9f2973a3cb.jpg', 'checksum': '1d2080a86d031701f30f1ecbb3ed526b'}]"
Sony Xperia XA2 Ultra DS Blue (H4213) ,23990,nan,0,https://img.mvideo.ru/Pdb/30032100m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032100m.jpg', 'path': 'full/016db0d17e8715b65b56db92d978ad44986e2fa9.jpg', 'checksum': '1d53c21b6ad798712b84fd6fa7216a10'}]"
Sony Xperia XZ SS Platinum (F8331) ,20995,29990,8995,https://img.mvideo.ru/Pdb/30026634m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30026634m.jpg', 'path': 'full/b64eae06a1f5af29f3432d3b757689cdcea39345.jpg', 'checksum': '6b3389bcd4c29ef7bec1ae9bed682017'}]"
Sony Xperia XA2 Ultra DS Gold (H4213) ,23990,nan,0,https://img.mvideo.ru/Pdb/30032101m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032101m.jpg', 'path': 'full/889084c7f663605cce45aab804a4b725b2508f76.jpg', 'checksum': '24e3d984808b24f15acf957973a7f6d0'}]"
Vivo V11i Starry Night 4GB+128GB (1806) ,24990,nan,0,https://img.mvideo.ru/Pdb/30040229m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040229m.jpg', 'path': 'full/9f41ff3abb8c69bb5badc359e000f87788592d84.jpg', 'checksum': 'ea55f200f74938cf944335efeda1e5e1'}]"
BQ mobile Iron Black (BQ-5007L) ,6990,nan,0,https://img.mvideo.ru/Pdb/30032360m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032360m.jpg', 'path': 'full/7ee3d6149d4a5c793add2afa04863543c4fde2c4.jpg', 'checksum': '2fa2e6aa9545b05edf740e05124beb1f'}]"
BQ mobile BQ-5500L Advance LTE Gold ,7490,nan,0,https://img.mvideo.ru/Pdb/30031929m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031929m.jpg', 'path': 'full/840bcaacf5ff838a0da7c9801b75addf596ab253.jpg', 'checksum': '47a2aead8cd660a5007c95447cf1e08e'}]"
BQ mobile Strike Power Black Brushed (BQ-5059) ,5990,nan,0,https://img.mvideo.ru/Pdb/30029785m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029785m.jpg', 'path': 'full/048734ccdd560e656b94a306aa630e91f39a7edd.jpg', 'checksum': '0b0048bb94cfcd11bb69e804967101b7'}]"
Digma LINX B510 3G 16Gb Black ,3590,nan,0,https://img.mvideo.ru/Pdb/30038469m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038469m.jpg', 'path': 'full/f1f7789e9ef483e98a2e10e9ea90278f677b2a03.jpg', 'checksum': '15a0ab4c49d8693dd31e85be29e23b7a'}]"
LG K10 LTE Black Blue (K430DS) ,7990,nan,0,https://img.mvideo.ru/Pdb/30024970m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30024970m.jpg', 'path': 'full/3e97c59feaad13bdcecfb59738dcd4d922db9cb0.jpg', 'checksum': 'b0b6895e929728a333a9f22476e3f291'}]"
Meizu M6 Note 64Gb+4Gb Black (M721H) ,16990,nan,0,https://img.mvideo.ru/Pdb/30031760m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031760m.jpg', 'path': 'full/aa583270784da420f6f0eace25651da62f32e35c.jpg', 'checksum': '645dadfde312e974bc479193193e0597'}]"
TP-Link Neffos X1 Max 32Gb Gold (TP903A) ,8490,nan,0,https://img.mvideo.ru/Pdb/30036688m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30036688m.jpg', 'path': 'full/92b7c64d458d6ba3e79326e76bd552d4cb89a604.jpg', 'checksum': '47a761477c2ae79d918a5a4215250324'}]"
LG G6 White (H870DS) ,35540,39490,3950,https://img.mvideo.ru/Pdb/30028014m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30028014m.jpg', 'path': 'full/7c4c30af10026c26b17eb7b2970bf558f352d835.jpg', 'checksum': '1e9e453b53530652554ad9139d06969a'}]"
Sony Xperia XA2 Ultra DS Black (H4213) ,17495,24990,7495,https://img.mvideo.ru/Pdb/30032098m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032098m.jpg', 'path': 'full/f66c41dbcaa27f130328ffe6eda2463c8561fafe.jpg', 'checksum': 'd01ad988823f6eaaa4c56f212a400c1c'}]"
TP-Link Neffos Neffos X1 32Gb Cloudy Grey (TP902A) ,7490,nan,0,https://img.mvideo.ru/Pdb/30029445m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029445m.jpg', 'path': 'full/c1659dd8e038c23ddb0f72f840ad2da550db25e4.jpg', 'checksum': '545cf5dffce5d35665480f064ac27531'}]"
Sony Xperia XZ2 Compact White Silver DS (H8324) ,38990,nan,0,https://img.mvideo.ru/Pdb/30032585m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032585m.jpg', 'path': 'full/85c47dec79fd77fcfd32e5bb4cd982a58f93e0e4.jpg', 'checksum': 'ac7cc13c8f163df51d4310fb26af542e'}]"
Sony Xperia L1 Dual White (G3312) ,9990,nan,0,https://img.mvideo.ru/Pdb/30028111m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30028111m.jpg', 'path': 'full/1c37361caeb75bb8144fe644f2e9edd1568501cf.jpg', 'checksum': '0e88920bbe411e67dbc8c4e26987a05b'}]"
BQ mobile Iron Max Mokka (BQ-5507L) ,7490,nan,0,https://img.mvideo.ru/Pdb/30032368m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032368m.jpg', 'path': 'full/7735fb0e87c63ffb03ea91b3a4f960ac83e6a047.jpg', 'checksum': 'e7b170aed2e5a848c46fed8c82ebf62a'}]"
BQ mobile Vision Black (BQ-5203) ,7390,nan,0,https://img.mvideo.ru/Pdb/30029790m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029790m.jpg', 'path': 'full/b60af592c401757fce06743ee667d3c07bbb514a.jpg', 'checksum': 'c8ff970e98c2f7357ecc92caa39e44a8'}]"
Sony Xperia XA1 Ultra Dual Pink (G3212) ,14990,nan,0,https://img.mvideo.ru/Pdb/30028244m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30028244m.jpg', 'path': 'full/b4ef6854cc28afa1f3436a7fd23568d1fbdf5561.jpg', 'checksum': '10caf553f75c622b9352f3c227deffae'}]"
BQ mobile Strike Power LTE Gold (BQ-5037) ,6490,nan,0,https://img.mvideo.ru/Pdb/30029788m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029788m.jpg', 'path': 'full/0ec1568dfbc646a6d522d45830c8ca83d6efbfe0.jpg', 'checksum': '450cb7c60772a33a25714e0a2ba82179'}]"
BQ mobile Strike Power Max 4G Black Brushed (BQ-5510) ,6390,nan,0,https://img.mvideo.ru/Pdb/30030505m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030505m.jpg', 'path': 'full/bc7cca8bd0b5a5e51bbc9e2a5d78ea33881ed568.jpg', 'checksum': '8a2662733c512a32b8b88443752481bb'}]"
Senseit T300 Black ,8490,nan,0,https://img.mvideo.ru/Pdb/30031845m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031845m.jpg', 'path': 'full/9bc9d85df33f54a42c4e27bb834e1c3015dde016.jpg', 'checksum': 'd185378c6b61d4cc2a4366ab9343c927'}]"
Vertex Impress Eagle 3G Graphite ,4990,nan,0,https://img.mvideo.ru/Pdb/30027038m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30027038m.jpg', 'path': 'full/022ab14ea6314057826cfc2a2f56d9d2e71eb88b.jpg', 'checksum': '66c8d77dd8f8222657c7a04004a6c809'}]"
Sony Xperia XZ Dual Forest Blue (F8332) ,20995,29990,8995,https://img.mvideo.ru/Pdb/30026629m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30026629m.jpg', 'path': 'full/505c3099febc0b0ab504c069d727fab817bcba45.jpg', 'checksum': '48aa0d9b9bff88ac0a72ae6031c2a8ba'}]"
Vertex Impress Lotus 4G Gold ,4990,nan,0,https://img.mvideo.ru/Pdb/30029868m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029868m.jpg', 'path': 'full/a44b28d37a442f4b7032b76c9854824debf8c126.jpg', 'checksum': 'b770c962ea061ca97f248aa613b2803d'}]"
teXet TM-5071 Blue ,4990,nan,0,https://img.mvideo.ru/Pdb/30038491m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038491m.jpg', 'path': 'full/65a205c48b5b99961ed819d9b2fd553eaef4b947.jpg', 'checksum': '915670b0617355488e3f5044d8697e6b'}]"
BQ mobile BQ-5702 Spring Gray ,4990,nan,0,https://img.mvideo.ru/Pdb/30041929m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041929m.jpg', 'path': 'full/003266272f978004affa9b7a1a76109bb19aaf41.jpg', 'checksum': 'd8a4de8ad7a9d31f18a60d0fabf4cf3b'}]"
BQ mobile Crystal Red (BQ-5054) ,5290,nan,0,https://img.mvideo.ru/Pdb/30030502m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030502m.jpg', 'path': 'full/065fc4cf92f677ac62ad42f3b2a09a6081c02240.jpg', 'checksum': 'd046e83e972d4e80901c883029c08a39'}]"
BQ mobile BQ-5340 Choice Black ,4590,nan,0,https://img.mvideo.ru/Pdb/30041525m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041525m.jpg', 'path': 'full/0374dc0ba4064ebdea4bfb7b48c0dce7714b9ed1.jpg', 'checksum': 'c63f2f87e7eae65d71bc77fc627a3424'}]"
BQ mobile BQ-5520L Silk Pink ,5490,nan,0,https://img.mvideo.ru/Pdb/30041925m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041925m.jpg', 'path': 'full/14e00cf461a722a4d66399779d31420196bfb87e.jpg', 'checksum': '7f6b5aea00072c54681165350d585650'}]"
BQ mobile BQ-5520L Silk Purple ,5490,nan,0,https://img.mvideo.ru/Pdb/30041926m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30041926m.jpg', 'path': 'full/c3c6e6948496a29c25b394af2c1a1a9b3fa41ee5.jpg', 'checksum': '2ba8b22975c6c092dc6a74cddf71c4f5'}]"
CAT S40 Black ,18590,nan,0,https://img.mvideo.ru/Pdb/30028891m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30028891m.jpg', 'path': 'full/6d0e72278c2d753f52c4f0284caf57fd8203d7c2.jpg', 'checksum': '4883e0d784ceac74e99374efddeef6be'}]"
BQ mobile Jeans Gold (BQ-5591) ,4990,nan,0,https://img.mvideo.ru/Pdb/30039859m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039859m.jpg', 'path': 'full/7d2d6a16e6ae18f11f6bb7af64381ca82639421b.jpg', 'checksum': '9abd746c478928504391b2e930c655e4'}]"
Digma VOX S508 3G 16Gb Gray ,4490,nan,0,https://img.mvideo.ru/Pdb/30038477m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038477m.jpg', 'path': 'full/e30d0a9b53c4ea8b72ff29779c639a36192713de.jpg', 'checksum': 'f66b62e1cf819236b1aa0e5c5b0ae134'}]"
Energizer ENERGY S500 ,7990,nan,0,https://img.mvideo.ru/Pdb/30032387m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032387m.jpg', 'path': 'full/6dd6b403c3c9c0ca4e493b042ed621b48a8dfaf1.jpg', 'checksum': '77d725d63f06f8895fdd5905da1f728a'}]"
LG Q6+ 64Gb Black (M700AN) ,16990,nan,0,https://img.mvideo.ru/Pdb/30031406m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031406m.jpg', 'path': 'full/dc057d8ce3243780d15ad24a3659dd39a3cfdce9.jpg', 'checksum': '952186fba6c19fba4e2db99cbb4253d4'}]"
Meizu 15 64Gb+4Gb Blue (M881H) ,34990,nan,0,https://img.mvideo.ru/Pdb/30039111m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30039111m.jpg', 'path': 'full/4d48fe28a32299123f76eb25d836baac8808b2a5.jpg', 'checksum': '6121907e53cf90eb6baad34eec6f24cd'}]"
Jinga Fresh 4G Pink ,5490,nan,0,https://img.mvideo.ru/Pdb/30029040m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029040m.jpg', 'path': 'full/c6e4ca4ec70b9363f22e2923a04fdfd56c4e1ac5.jpg', 'checksum': '4e3def41cf111647b0bdca86e80376dc'}]"
Senseit R450 Orange ,11990,nan,0,https://img.mvideo.ru/Pdb/30030283m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030283m.jpg', 'path': 'full/ec4917c9a36dc39d233cef957eae027130564381.jpg', 'checksum': '7ab0961beec4d2a8a2839e7def1a588e'}]"
Meizu M6 Note 64Gb+4Gb Silver (M721H) ,16990,nan,0,https://img.mvideo.ru/Pdb/30031888m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031888m.jpg', 'path': 'full/e58de9b5cb129a6f23948c5ccb878bdec67a724b.jpg', 'checksum': 'b3ab74b845f321e5ce0e0712c390e375'}]"
Meizu MX6 32Gb+4Gb Gold (M685H) ,17990,nan,0,https://img.mvideo.ru/Pdb/30026511m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30026511m.jpg', 'path': 'full/c6b61f9b78a9c8a54df09c5e511177217feb2091.jpg', 'checksum': 'fb668ba1f9cb371ad701826ad201f317'}]"
Meizu 15 Plus 64Gb+6Gb Black (M891H) ,34990,45990,11000,https://img.mvideo.ru/Pdb/30038694m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038694m.jpg', 'path': 'full/10911287cec0ed51dc65ff0464520fe04af03000.jpg', 'checksum': '371318b65979a46f2537203baf309fa2'}]"
Samsung GALAXY Note 8 64Gb Синий Сапфир ,46990,nan,0,https://img.mvideo.ru/Pdb/30030009m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030009m.jpg', 'path': 'full/d368c8b834f6bdc3d11aba9cf67f6b0ee05e32ef.jpg', 'checksum': 'dcc63f5f9094b30f5d1d76e3b8f1372e'}]"
LG G6a Gold (H870S) ,30790,nan,0,https://img.mvideo.ru/Pdb/30031478m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031478m.jpg', 'path': 'full/7709ede285e92ff9a0ae7879c292f70722924e5e.jpg', 'checksum': 'ae8fa3076059795eccb7b9d48037b8c8'}]"
HTC U11 64Gb Brilliant Black ,35990,nan,0,https://img.mvideo.ru/Pdb/30029431m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029431m.jpg', 'path': 'full/b34295ff9a4de010444af3f2b0e738cb756e3a65.jpg', 'checksum': '3ac4b18fa85dcea30b226a7e70ed172c'}]"
Vivo V9 Black (1723) ,13295,18990,5695,https://img.mvideo.ru/Pdb/30036680m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30036680m.jpg', 'path': 'full/2895ab35ba5062080b9b091ec3437a8cc7030333.jpg', 'checksum': '05b6400b85103eedef3c1d808d551694'}]"
HTC U Ultra 64Gb Sapphire Blue ,29990,nan,0,https://img.mvideo.ru/Pdb/30028018m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30028018m.jpg', 'path': 'full/ce981f98adc1c6b75487b8530beaa8e0452d4fb7.jpg', 'checksum': '0d621d47eaa178ddc15a588912b71a05'}]"
OnePlus 5 128Gb+8Gb Slate Gray ,39990,nan,0,https://img.mvideo.ru/Pdb/30031612m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30031612m.jpg', 'path': 'full/b024b670734ac77acc9ee2b5d41e9138b70d962d.jpg', 'checksum': 'ce314c8ec1b5ec5e8dc05151d2b7e822'}]"
ASUS ZenFone 5 ZE620KL 64Gb Midnight Blue (1A016RU) ,24990,nan,0,https://img.mvideo.ru/Pdb/30036921m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30036921m.jpg', 'path': 'full/4751baf4ee5767509d6d95feaaa3a4c9a47fa084.jpg', 'checksum': '74f608ce1f715b0e2badd9527ee66cd9'}]"
TP-Link Neffos C5 Pearl White (TP701A) ,6990,nan,0,https://img.mvideo.ru/Pdb/30029437m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30029437m.jpg', 'path': 'full/f3b79fbe1183d73c70fece05db51f5e5862d1486.jpg', 'checksum': '4f73bc37ea69be5db3c9df5de694cc41'}]"
BQ mobile Strike Forward Red (BQ-5512L) ,6990,nan,0,https://img.mvideo.ru/Pdb/30040086m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040086m.jpg', 'path': 'full/06cb16722222cb5c47d7c913336675da0f50a34c.jpg', 'checksum': '778a229d127390bd7ae2b647bf45dfdc'}]"
BQ mobile Strike Selfie Max Gold Brushed (BQ-5504) ,9990,nan,0,https://img.mvideo.ru/Pdb/30030507m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30030507m.jpg', 'path': 'full/f726fbfbee495bbfdf526b2bb24c018d065aca62.jpg', 'checksum': '6a7ef179eedaa508e5b153659cacf422'}]"
Sony Xperia XA2 Ultra DS Silver (H4213) ,23990,nan,0,https://img.mvideo.ru/Pdb/30032099m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30032099m.jpg', 'path': 'full/726a17176977019ab0827066377ca84f8722e884.jpg', 'checksum': 'b2d6f1f6a8cbd7ba384e6d50769c0d2c'}]"
HTC U Ultra 64Gb Ice White ,24990,nan,0,https://img.mvideo.ru/Pdb/30028017m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30028017m.jpg', 'path': 'full/072d4017dd8650e56a6ad3d1c3761a2c9a056a6b.jpg', 'checksum': 'd19e56a059dc1a4f52459d6020201414'}]"
Sony Xperia XZ SS Mineral Black (F8331) ,19595,27990,8395,https://img.mvideo.ru/Pdb/30026633m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30026633m.jpg', 'path': 'full/3b25dc7c2be6f85e339f46f5fa8ffaf312951383.jpg', 'checksum': '809e8e4d3c25ed7790bee281fc618889'}]"
Vertex Impress Novo Graphite ,3490,nan,0,https://img.mvideo.ru/Pdb/30027036m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30027036m.jpg', 'path': 'full/ab6568cf08c1533cee04af3bac42ea0dab344ccd.jpg', 'checksum': '416a8d2652225d0f1228a2c783c8acd1'}]"
BQ mobile BQ-5511L Bliss Gray ,5990,nan,0,https://img.mvideo.ru/Pdb/30040080m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30040080m.jpg', 'path': 'full/f5a3378a91972c99a534788f892ffc31e0ea9f58.jpg', 'checksum': '6a9e33031b69ba449d45b77add1b1f16'}]"
Sony Xperia XZ2 Ash Pink DS (H8266) ,39990,nan,0,https://img.mvideo.ru/Pdb/30038339m.jpg,"[{'url': 'https://img.mvideo.ru/Pdb/30038339m.jpg', 'path': 'full/70179649830d4641eb4805149a5785fd0b4d0c21.jpg', 'checksum': '2c4d3dec60f0b15161f4493958c542e0'}]"
