maintenance_id,equipment_id,maintenance_type,start_datetime,end_datetime,duration_hours,status,technician_id,description,parts_cost,labor_cost,total_cost,next_maintenance_date,breakdown_cause,resolution,quality_check_status
172,1,Капітальний ремонт,2023-05-12,2023-05-14 03:20:01.563670,51.333767686072854,Заплановано,100,Вигнати вибирати народ відзначити. Сходити пробувати матерія раніше раніше світило незвичайний.,27046.63,19821.7,46868.33,2023-07-13 03:20:01.563670,,,Пройдено
173,34,Капітальний ремонт,2024-11-01,2024-11-03 14:16:35.572597,62.276547943736375,Відкладено,47,Недолік промовчати інтелектуальний рішення командувач. Зрідка дихання кільце головка лягати блискучий покидати.,24804.08,8069.68,32873.76,2024-12-03 14:16:35.572597,,,Потребує перевірки
174,6,Поточний ремонт,2024-02-15,2024-02-15 14:22:27.646100,14.374346138821608,Завершено,188,Секунда медицина полюбити холодно. Єврейський боєць результат ламати. Відповісти триста пристрій який.,6669.469999999999,1327.14,7996.61,2024-04-15 14:22:27.646100,,,Потребує перевірки
175,31,Аварійний ремонт,2023-08-20,2023-08-20 01:01:09.897959,1.0194160998603587,В процесі,44,Іспит лягати подробиця комунізм. Реклама народ нога ніч ліхтарик. Промовчати робочий простір зате спорт. Пропадати виникнення струмок щось промовчати домогтися товар.,14468.87,4927.27,19396.14,2023-10-19 01:01:09.897959,Знос деталей,Заміна компонентів,Потребує перевірки
176,15,Капітальний ремонт,2024-09-20,2024-09-22 04:17:31.214620,52.29200406110568,Заплановано,84,Виднітися блискучий команда. Дорогий гуляти функція ремінь зарплата зловити. Порт штаб кпсс адже покоління. Виднітися труп бок райком супроводжуватися щастя паща.,25944.73,17359.79,43304.520000000004,2024-11-21 04:17:31.214620,,,Потребує перевірки
177,4,Поточний ремонт,2023-08-08,2023-08-08 05:36:32.590610,5.609052947157579,Відкладено,73,Витримати зображати команда ефект простір. Дружно й ремінь салон вигнати залучати. Неправда отже кидати ідея. Пані ніч ковзати.,9710.13,4704.22,14414.349999999999,2024-02-04 05:36:32.590610,,,Потребує перевірки
178,24,Аварійний ремонт,2024-02-23,2024-02-23 21:02:55.912422,21.048864561541496,Заплановано,60,"Кут недолік інструкція. Господь наштовхнутися податковий знищення кордон ґудзик ліловий бак. Співати космос пастух прелесть актриса.
Колишній увійти раніше надати.",19232.48,5313.29,24545.77,2024-08-21 21:02:55.912422,Людський фактор,Модернізація вузла,Пройдено
179,7,Поточний ремонт,2024-02-21,2024-02-21 08:48:31.887434,8.80885762045922,Завершено,199,Нервово зловити житель бригада. Ланцюжок лівий гуляти диявол. Ручка командувач бок летіти конструкція ланцюжок.,4124.15,1313.6,5437.75,2024-08-19 08:48:31.887434,,,Пройдено
180,36,Поточний ремонт,2024-03-28,2024-03-28 11:22:25.810406,11.37383622399721,Завершено,195,"Шкільний століття похмуро дрімати чотири хата. Вітрина близько кидати трясти співрозмовник.
Порівняння розводити порада виблискувати конструкція. Прем'Єра виконувати скинути виблискувати.",3105.66,1943.0,5048.66,2025-03-28 11:22:25.810406,,,Очікує
181,36,Поточний ремонт,2024-10-17,2024-10-17 12:50:28.279854,12.84118884824753,В процесі,72,Заплакати податковий викинути. Ручка витримати розуміти отже число зупинити. Свіжий факультет подвірʼя правий мимо.,13064.8,1051.11,14115.91,2025-10-17 12:50:28.279854,,,Пройдено
182,20,Аварійний ремонт,2023-11-19,2023-11-19 16:30:44.284865,16.51230135145451,Завершено,51,"Перетнути гуляти прохід синок сонце. Інший вітрина свіжий червонй метал інтелектуальний адвокат.
Щур решітка обуритися здригнутися ставити порівняння.",20906.16,9849.36,30755.52,2024-11-18 16:30:44.284865,Знос деталей,Регулювання,Потребує перевірки
183,46,Поточний ремонт,2024-12-19,2024-12-19 05:27:58.694593,5.466304053639153,Заплановано,158,Сміливий доба шкіра діловий дорогий. Ручка означати степ салон правий блискучий.,3820.6200000000003,3243.14,7063.76,2025-03-19 05:27:58.694593,,,Пройдено
184,3,Планове обслуговування,2023-02-12,2023-02-12 03:30:01.769862,3.5004916284274863,Відкладено,130,Програміст постійний товар порода. Рідкий витягувати вечір хата похмуро уникати інтернет. Степ увійти метал міф насолода актриса комунізм пастух. Фахівець сонце сміливий купа-невеличка коробка.,3899.92,599.61,4499.53,2023-03-14 03:30:01.769862,,,Пройдено
185,44,Планове обслуговування,2023-05-21,2023-05-21 02:52:37.704096,2.8771400266818943,Заплановано,76,Виражений степ голубчик. Купа-Невеличка тютюн простір.,4234.5,912.82,5147.32,2023-07-20 02:52:37.704096,,,Потребує перевірки
186,30,Аварійний ремонт,2023-02-27,2023-02-27 16:35:24.213008,16.59005916892303,Відкладено,101,"Мить увійти банк міра. Торгівля порада заплакати пісенька.
Мить кут господиня основа. Блін розлад співрозмовник поява раніше.",4755.19,2507.66,7262.849999999999,2023-05-28 16:35:24.213008,Відмова системи охолодження,Перепрограмування,Очікує
187,38,Аварійний ремонт,2024-03-06,2024-03-06 14:18:04.751975,14.3013199930817,Заплановано,73,Упустити дівка іспит факультет нервово знищення. Подробиця монета перед пристрасть виражений конференція. Відзначити метелик ідея. Що їжа блін скинути палиця.,14590.400000000001,6242.94,20833.34,2024-05-05 14:18:04.751975,Відмова системи охолодження,Перепрограмування,Потребує перевірки
188,12,Аварійний ремонт,2023-04-04,2023-04-04 08:53:55.213345,8.898670373594816,Заплановано,199,"Розвинений головка покидати танцювати міф. Обуритися гроші виблискувати співати. Бажання заборонити закласти розвернутися зарплата неправда.
Витягувати рідкий червʼяк триста хлопчисько.",4978.9800000000005,8518.92,13497.900000000001,2024-04-03 08:53:55.213345,Людський фактор,Заміна компонентів,Пройдено
189,23,Капітальний ремонт,2024-04-04,2024-04-05 21:01:16.907325,45.021363145778835,Завершено,48,Діловий покидати загроза виражений головний степ відповісти. Танцювати міф ліворуч правління.,22203.25,9778.51,31981.760000000002,2024-10-02 21:01:16.907325,,,Пройдено
190,1,Поточний ремонт,2024-09-19,2024-09-19 04:18:48.677159,4.3135214330602825,В процесі,30,Покидати мати незручно друкувати задерти. Купа несподіваний ліловий. Нарада червень скинути радість червень дружно.,16585.9,4956.71,21542.61,2024-11-18 04:18:48.677159,,,Пройдено
191,36,Капітальний ремонт,2023-05-30,2023-05-31 10:39:25.844967,34.657179157387205,Завершено,10,Функція насолода ламати каюта багряний другий. Плавно незвичайний брову палець палиця холодно. Ставити ставити викинути щось юний знищення олівець.,23221.11,15410.67,38631.78,2024-05-30 10:39:25.844967,,,Потребує перевірки
192,29,Поточний ремонт,2023-08-15,2023-08-15 04:12:10.958957,4.203044154810414,Завершено,130,Написати жорстокий через природа. Угодний ґазда блін склянка мимо крутий збудження. Сміливий підземний через міра вчора досліджено космос. Серйозний штаб тютюн точно повністю шкіра зупинити.,6594.5,1407.68,8002.18,2023-11-13 04:12:10.958957,,,Потребує перевірки
193,28,Поточний ремонт,2023-04-21,2023-04-21 14:14:28.151805,14.24115327904413,Завершено,72,"Нарада зображати раніше вовк порода важкий пірʼя.
Число гіркий актриса банда. Дружно тьмяний тютюн синок міф палата. Приятель бетонний здригнутися відповісти.",12650.52,1450.91,14101.43,2023-07-20 14:14:28.151805,,,Пройдено
194,37,Аварійний ремонт,2024-05-09,2024-05-09 19:59:20.038711,19.988899641913893,Заплановано,1,Благати перед командир виражений. Розлад присісти інфекція бок ліворуч виникнення коробка. Розстебнути приходити хата мить.,6280.57,2206.56,8487.13,2025-05-09 19:59:20.038711,Перевантаження,Очистка системи,Очікує
195,6,Планове обслуговування,2024-04-08,2024-04-08 03:34:56.948965,3.582485823476259,Відкладено,92,"Ґазда діставати палиця. Повністю хлопчисько присвятити щур порода колектив торгівля.
Більше колектив увійти. Новий щось новий художній свіжий монета лягати. Приятель черговий простір соціалістичний.",5087.54,1300.81,6388.35,2024-06-07 03:34:56.948965,,,Потребує перевірки
196,23,Поточний ремонт,2023-08-15,2023-08-15 10:35:45.334783,10.595926328745989,В процесі,100,Функція ефект купа-невеличка пробувати близько перебивати. Жити байдужий аналіз народ прелесть здригнутися правління. Міф природа близько падаль коричневий правий.,7150.369999999999,3639.14,10789.509999999998,2024-02-11 10:35:45.334783,,,Потребує перевірки
197,5,Капітальний ремонт,2023-09-17,2023-09-19 18:55:35.249095,66.92645808193112,Завершено,48,Знімати витягувати вітати плавно бок командувач. Затримати провал число уникати. Адже штаб інвалід кут даль призначити космос пробувати.,19883.83,15349.87,35233.700000000004,2024-03-17 18:55:35.249095,,,Очікує
198,30,Поточний ремонт,2024-12-19,2024-12-19 12:34:53.829368,12.5816192689607,Заплановано,101,"Знаходити знищення насолода матерія. Художній мимо безглуздий господиня основа коробка.
Пісенька жити монета звільнення уточнити даль. Заспівати факультет струмок занадто викинути витримати.",10350.12,3328.88,13679.0,2025-03-19 12:34:53.829368,,,Пройдено
199,1,Планове обслуговування,2023-02-03,2023-02-03 02:35:11.576284,2.5865489678791596,Заплановано,30,Хотіти гідність мотоцикл сонце. Домогтися витримати матерія отже болісно. Виникнення ґаздиня жорстокий здригатися.,10430.97,1532.07,11963.039999999999,2023-04-04 02:35:11.576284,,,Очікує
200,12,Аварійний ремонт,2023-05-08,2023-05-08 16:43:28.015447,16.72444873527526,Відкладено,60,"Міра багаття факультет розводити. Гіркий результат купа-невеличка так. Художній банк увійти різноманітний головка зима князь.
Присвятити вітати прірва райком. Один бригада валюта наштовхнутися.",3652.98,9775.04,13428.02,2024-05-07 16:43:28.015447,Знос деталей,Заміна компонентів,Пройдено
201,49,Планове обслуговування,2023-01-06,2023-01-06 06:30:07.665618,6.502129338419456,Відкладено,92,Податковий безпорадний яблуко вовк. Знаходити нервово розстебнути розгубитися навряд. Вивчити услати виднітися.,2453.55,1110.64,3564.1900000000005,2023-04-06 06:30:07.665618,,,Очікує
202,38,Капітальний ремонт,2023-08-31,2023-09-01 20:29:43.526527,44.4954240353211,Відкладено,130,"Суглоб заплакати наполегливо написати вперед навіщо дошлий нестерпний.
Бігати казна-хто квапливий. Ліловий зупинити картинка черговий житель заклад яблуко.",8272.55,19048.26,27320.809999999998,2023-10-31 20:29:43.526527,,,Очікує
203,38,Планове обслуговування,2023-07-07,2023-07-07 03:26:23.584584,3.4398846066749824,Завершено,133,"Знімати паща несподівано.
Обуритися ніж порода спорт брову колишній плід.
Передо угодний зміна мати падати коваль дрібниця. Спорт банда вмирати. Надати пісенька художній купа підлога результат.",6000.8099999999995,1161.41,7162.219999999999,2023-09-05 03:26:23.584584,,,Потребує перевірки
204,26,Планове обслуговування,2023-10-20,2023-10-20 05:05:37.129967,5.093647213130168,Завершено,60,Бок діловий заробити один прелесть. Голубчик холодно ремінь свіжий. Домогтися функція паща несподівано інтернет.,4701.299999999999,1132.54,5833.839999999999,2023-11-19 05:05:37.129967,,,Пройдено
205,3,Планове обслуговування,2023-04-30,2023-04-30 07:29:17.342973,7.48815082573606,Завершено,47,Крутий пісня поріг підлога бок. Занадто пристрасть навряд що.,5735.96,1583.99,7319.95,2023-05-30 07:29:17.342973,,,Очікує
206,27,Поточний ремонт,2023-03-18,2023-03-18 10:56:29.419709,10.941505474626565,Заплановано,51,Сміятися який мільярд метал розлад каюта. Груди вечір зрідка трясти простір байдужий. Домогтися пісня щастя художній який господь.,15026.43,4168.31,19194.74,2023-09-14 10:56:29.419709,,,Очікує
207,33,Поточний ремонт,2023-01-17,2023-01-17 13:18:40.250544,13.311180706598174,Заплановано,73,"Єврейський можливо плід висловлюватися. Тютюн мʼята приходити спасти. Сумний гіркий підкинути колишній.
Плід фахівець коваль бочок. Застосовуватися при рота звільнити точно щастя чотири.",8936.51,4591.42,13527.93,2023-07-16 13:18:40.250544,,,Пройдено
208,37,Планове обслуговування,2024-12-23,2024-12-23 02:59:59.058246,2.999738401676594,Відкладено,133,"Яскраво похмуро художній обуритися пристойний нестерпний услати. Співрозмовник керівник господь вивчити страта плавно деякий.
Командувач інший кордон вигнати мить очко.",6372.5,1580.99,7953.49,2025-12-23 02:59:59.058246,,,Очікує
209,30,Капітальний ремонт,2023-09-28,2023-09-29 02:01:58.952800,26.033042444366924,Відкладено,60,"Забирати недолік бак безглуздий зима роса прихований. Рис закласти навряд прошепотіти самостійно.
Від'Їзд трясти присісти розвернутися.",13633.45,15615.54,29248.99,2023-12-28 02:01:58.952800,,,Очікує
210,28,Капітальний ремонт,2024-09-07,2024-09-09 03:57:46.329188,51.962869218943496,Завершено,73,Розстебнути прохід гіркий решітка правильний. Степ дихання камінчик лівий вчора. Прірва космос командування знаходити правий похорон вигнати.,15351.94,13672.2,29024.14,2024-12-08 03:57:46.329188,,,Пройдено
211,30,Планове обслуговування,2023-06-28,2023-06-28 05:44:31.470950,5.742075263757249,Заплановано,133,Кільце падати кут ремінь безпорадний дрібниця танцювати лапа. Каюта ефект міркування виблискувати секунда шкарпетка олівець. Прохід точно правильний брову.,7443.23,1908.01,9351.24,2023-09-26 05:44:31.470950,,,Пройдено
212,20,Планове обслуговування,2023-07-30,2023-07-30 05:17:02.952171,5.2841533807042484,Заплановано,30,ЧервʼЯк навіщо затягнутися зате брову незвичайний незвичайний. Адвокат ручка реклама заспівати. Вивести космос досліджено вітрина передо поріг.,3988.4300000000003,686.01,4674.4400000000005,2024-07-29 05:17:02.952171,,,Пройдено
213,26,Капітальний ремонт,2023-09-11,2023-09-13 21:19:02.545813,69.31737383686507,В процесі,1,"Ліхтарик домогтися юний тисяча несподівано затримати. Важливий палець виникнення розстебнути зрідка.
Рідкий зелений метелик що монета тьмяний.",11109.52,7016.51,18126.03,2023-10-13 21:19:02.545813,,,Потребує перевірки
214,38,Поточний ремонт,2023-04-17,2023-04-17 14:14:00.215731,14.23339325862534,В процесі,30,"Нога вітрина ланцюжок. Поїзд адвокат пропаганда правління поставити гуляти. Реклама кут зрідка нині.
Недолік м'який вскакивать. Збудження протягувати мати приходити.",14456.99,2286.94,16743.93,2023-06-16 14:14:00.215731,,,Потребує перевірки
215,47,Аварійний ремонт,2024-04-06,2024-04-06 03:44:56.916956,3.749143598802038,Завершено,195,"Команда лівий товар здригнутися. Блискучий простір кордон. Ніч занадто сонце залучати так гроші гіркий виникнення.
Народ ліхтарик секунда затягнутися.",21718.55,9435.74,31154.29,2024-06-05 03:44:56.916956,Знос деталей,Заміна компонентів,Очікує
216,7,Капітальний ремонт,2024-03-03,2024-03-04 11:50:55.136812,35.848649114428724,Заплановано,72,"Набір висіти вмирати перетнути зупинити коричневий. Перебивати шкіра м'який інший пісенька. Ліворуч гроші мʼята прощення актриса секунда.
Гуляти райком щур угодний ковзати розкішний.",12569.13,17677.15,30246.28,2024-08-31 11:50:55.136812,,,Очікує
217,50,Планове обслуговування,2024-05-02,2024-05-02 05:51:44.884606,5.862467945994641,В процесі,158,Командир зате вказаний витягувати жорстокий ліхтарик затримати отже. Порт програміст діставати виблискувати. Палата о затягнутися.,10584.96,1273.09,11858.05,2024-07-01 05:51:44.884606,,,Пройдено
218,13,Поточний ремонт,2023-05-16,2023-05-16 10:21:26.947031,10.357485286260758,Завершено,92,Встати салон пити призначити відділ. Заплакати чітко бігати звільнення жити число дальній. Уникати діловий незручно мета колектив потягнутися червʼяк.,6713.72,2605.65,9319.37,2023-08-14 10:21:26.947031,,,Очікує
219,7,Поточний ремонт,2023-12-13,2023-12-13 10:51:52.737808,10.864649391236785,Відкладено,68,"Вигнати дошлий мільярд. Чотири знімати білизна.
Тисяча синок яскраво покидати. Сміливий банк несподівано важкий затримати. Казна-Хто услати в'язниця військовий нарада покидати а.",6166.58,4355.41,10521.99,2024-06-10 10:51:52.737808,,,Пройдено
220,1,Планове обслуговування,2024-09-15,2024-09-15 03:16:32.582096,3.275717248922513,Відкладено,92,"Висіти тьмяний місце п'ятеро тривога князь здригнутися. Кпсс хліб прощення виникнення. Їжа паща легко встати художній мить.
Матерія хлопець гуляти передо передо. Гіркий тривога ягода комунізм.",2215.08,929.06,3144.14,2024-11-14 03:16:32.582096,,,Очікує
221,15,Планове обслуговування,2024-06-25,2024-06-25 06:54:56.281572,6.915633769989126,В процесі,29,"Навряд соціалістичний неправда червонй.
Командувач пісня господь зупинити благати прохід. Актриса безглуздий аж вскакивать.",634.58,867.93,1502.51,2024-08-24 06:54:56.281572,,,Пройдено
222,1,Поточний ремонт,2023-01-16,2023-01-16 12:13:50.324454,12.230645681721093,Заплановано,101,"Порівняння дрімати дихання знищення кордон простір черевик.
Наполегливо аж дихання звільнити медицина. Висловлюватися відзначити відповісти єврейський прірва. Черевик хотіти ліворуч міра функція.",8388.04,4421.66,12809.7,2023-03-17 12:13:50.324454,,,Пройдено
223,16,Капітальний ремонт,2024-06-24,2024-06-26 18:59:14.023038,66.98722862174438,Завершено,142,Ремінь прощення розвернутися спорт тютюн. Близько легко кільце. Художній покидати відзначити.,12077.95,14230.9,26308.85,2024-08-25 18:59:14.023038,,,Очікує
224,25,Капітальний ремонт,2023-01-18,2023-01-19 15:20:09.578971,39.335994158548985,Заплановано,76,Зловити навіщо вираз підлога. Вивести вітрина радість щастя мʼята розвинений трубка.,26260.88,7092.23,33353.11,2023-07-18 15:20:09.578971,,,Очікує
225,44,Капітальний ремонт,2023-02-06,2023-02-08 12:54:16.565427,60.90460150737922,Завершено,60,Хлопчисько кпсс райком черевик червʼяк рішення незвичний. Хата присісти червʼяк заява зарплата соціалістичний. Їжа голубчик розвернутися пані космос.,17828.36,8835.26,26663.620000000003,2023-04-09 12:54:16.565427,,,Пройдено
226,42,Капітальний ремонт,2023-02-07,2023-02-09 00:32:13.295240,48.53702645552932,Завершено,47,Мимо результат секунда плід пастух заклад. Вказаний багряний степ здригнутися правління.,17808.16,12882.78,30690.940000000002,2023-04-10 00:32:13.295240,,,Пройдено
227,18,Капітальний ремонт,2023-11-16,2023-11-18 05:09:35.950368,53.15998621327168,Завершено,100,"Кора діловий досліджено тьмяний. Олівець природа дівка командування кордон.
Потім каюта жити їжа ефект прощення поява. А іспит провал черговий бігати чітко вмирати.",20326.8,18106.33,38433.130000000005,2024-05-16 05:09:35.950368,,,Пройдено
228,2,Поточний ремонт,2023-11-16,2023-11-16 08:58:18.562263,8.971822850926939,Завершено,60,Вивчити мить сонце провал летіти радість. Міф ручка різноманітний міф функція навряд чоловічок шолом.,5124.76,2808.8,7933.56,2024-11-15 08:58:18.562263,,,Очікує
229,22,Поточний ремонт,2024-08-08,2024-08-08 11:11:55.130813,11.19864744813799,В процесі,73,Юний рішення дорогий хата художній. Увійти прощення банда міркування мить. Безпорадний прірва хліб вскакивать степ танцювати.,3052.0699999999997,3122.7,6174.7699999999995,2025-08-08 11:11:55.130813,,,Очікує
230,3,Аварійний ремонт,2024-01-13,2024-01-13 03:50:08.459094,3.8356830815812364,В процесі,195,Шкарпетка чотири призначити вчений. Розвинений головка демократія знаходити безпорадний підлога прохід.,8752.58,8209.41,16961.989999999998,2024-02-12 03:50:08.459094,Збій електроніки,Заміна компонентів,Потребує перевірки
231,47,Поточний ремонт,2023-11-25,2023-11-25 14:36:47.375958,14.613159988227068,Завершено,10,Чотири склянка колишній ліворуч польовий податковий. Шкарпетка плавно товар результат. Соціалістичний інтернет комунізм спалити чотири матерія несподіваний.,6750.36,4310.14,11060.5,2024-01-24 14:36:47.375958,,,Пройдено
232,39,Аварійний ремонт,2023-03-14,2023-03-14 18:59:03.727452,18.9843687366055,Заплановано,158,Колишній даль точно художній надати правий подвірʼя. Хліб що що-небудь поставити витягувати. Хід товар ленінград тьмяний.,13558.95,3635.75,17194.7,2023-06-12 18:59:03.727452,Відмова системи охолодження,Модернізація вузла,Очікує
233,4,Капітальний ремонт,2023-10-14,2023-10-16 18:28:52.207675,66.4811687986756,В процесі,51,Кора висіти заборонити дихання задерти міркування. Заспокоїтися степ радити безпорадний адвокат прошепотіти. Звільнити упустити бочок.,19936.09,18977.84,38913.93,2024-04-13 18:28:52.207675,,,Пройдено
234,44,Поточний ремонт,2024-10-17,2024-10-17 11:57:00.763303,11.950212028634716,Заплановано,29,Почуття ґаздиня труп монета труп деякий метал перебивати. Лягати повністю здалеку.,7093.17,1238.5,8331.67,2024-12-16 11:57:00.763303,,,Пройдено
235,44,Поточний ремонт,2024-04-30,2024-04-30 06:41:15.097468,6.687527074558552,В процесі,47,Уточнити гіркий розвинений будівництво кидати вчора здригнутися. Скинути інвалід звільнення космос підземний співрозмовник століття.,13613.89,2010.1,15623.99,2024-06-29 06:41:15.097468,,,Пройдено
236,45,Аварійний ремонт,2024-04-18,2024-04-18 10:40:32.477688,10.675688246529557,В процесі,47,Забирати провінція салон близько бригада. Постійний лапа видимо аж розуміти. Юний прірва ліхтарик застосовуватися.,2019.8,2542.75,4562.55,2024-06-17 10:40:32.477688,Перевантаження,Модернізація вузла,Очікує
237,17,Поточний ремонт,2023-03-19,2023-03-19 11:41:44.813499,11.695781527607958,Завершено,92,Виражений космос художній червень правильний. При термін танцювати суглоб тривога співати покоління. Написати зрозумілий угодний ефект протягувати постійний.,9247.82,1979.24,11227.06,2023-04-18 11:41:44.813499,,,Очікує
238,40,Аварійний ремонт,2024-11-17,2024-11-17 10:53:56.606068,10.899057241209734,Завершено,48,Запустити забирати покидати падати уточнити виражений. Ставити банк соціалістичний мета несподіваний вскакивать тривога.,12045.44,5096.69,17142.13,2025-11-17 10:53:56.606068,Перевантаження,Регулювання,Очікує
239,11,Аварійний ремонт,2024-05-31,2024-05-31 13:37:44.879948,13.629133318854183,Завершено,76,"Шкільний солома вказаний теорія район безглуздий.
Слати наполегливо казна-хто виднітися. Здригатися єдиний незвичний.",18058.29,5375.85,23434.14,2025-05-31 13:37:44.879948,Збій електроніки,Модернізація вузла,Очікує
240,47,Капітальний ремонт,2024-07-21,2024-07-23 05:47:29.983463,53.7916620731248,Відкладено,72,Крутий торгівля прошепотіти збудження командувач. Кишеня співрозмовник самостійно радити. Зелений мигнути пристойний означати знищення.,14238.04,18512.8,32750.84,2024-09-21 05:47:29.983463,,,Очікує
241,24,Капітальний ремонт,2023-07-18,2023-07-19 01:22:36.457252,25.37679368105743,Заплановано,195,"Пропаганда вигнати бетонний торгівля зате.
Суглоб який присвятити фахівець. Неправда поставити виднітися друкувати звільнення постійний. Поріг дружно боєць пристойний тута.",25301.58,17955.55,43257.130000000005,2024-01-15 01:22:36.457252,,,Потребує перевірки
242,12,Капітальний ремонт,2023-10-29,2023-10-31 11:31:46.982430,59.52971734177668,Відкладено,51,Хотіти насолода навіщо космос доба діловий пастух. Робочий образа банк порода народ. Тута заробити темніти хліб ліловий.,14786.96,13818.69,28605.65,2024-10-30 11:31:46.982430,,,Пройдено
243,32,Поточний ремонт,2023-01-18,2023-01-18 10:06:13.042736,10.103622982247762,Відкладено,76,Вивчити інструкція палиця надати тисяча триста. Виблискувати й що торгівля вітати. Занадто гідність шолом натиснути.,5580.67,4890.6,10471.27,2023-02-17 10:06:13.042736,,,Потребує перевірки
244,48,Поточний ремонт,2024-10-24,2024-10-24 13:18:45.592442,13.312664567150264,Завершено,130,"Небезпека більше сходити заборонити.
Зрозумілий хлопець колектив зловити даль плід заспокоїтися. Призначити кпсс намір затримати інфекція ліловий палиця. Збудження мʼята крутий.",16742.86,1179.43,17922.29,2024-11-23 13:18:45.592442,,,Потребує перевірки
245,6,Планове обслуговування,2024-08-18,2024-08-18 05:56:31.800670,5.94216685280581,Завершено,48,"Свіжий здригатися навіщо правління аналіз боєць. Процес диявол полум'я відповісти м'який зрозумілий.
Ленінград благати прошепотіти термін ремінь космос. Даль намір палата монета рішення.",2487.98,1541.57,4029.55,2024-10-17 05:56:31.800670,,,Пройдено
246,25,Поточний ремонт,2024-10-31,2024-10-31 13:57:31.602223,13.958778395233747,Заплановано,92,Встати міф можливо мотоцикл близько. Виражений єврейський увійти іспит спасти. Реклама о похмуро ґаздиня результат купа.,8284.75,4704.32,12989.07,2025-04-29 13:57:31.602223,,,Очікує
247,49,Капітальний ремонт,2024-03-22,2024-03-24 07:14:14.825596,55.237451554422265,Завершено,92,"Близько зловити що-небудь фахівець. Написати почуття підземний. Спалити приходити епоха простір господь легко розвинений набір.
Услати домогтися секунда від'їзд пристрій.",8263.83,15049.5,23313.33,2024-06-22 07:14:14.825596,,,Потребує перевірки
248,14,Аварійний ремонт,2023-08-14,2023-08-14 07:43:09.005854,7.719168292675837,Відкладено,101,Висіти монета боєць століття командування безпорадний чоловічок. Дорогий близько прихований князь при пристрій ліхтарик.,14596.82,3198.07,17794.89,2023-09-13 07:43:09.005854,Знос деталей,Регулювання,Пройдено
249,11,Поточний ремонт,2024-09-30,2024-09-30 09:17:24.580850,9.290161347349592,В процесі,100,Каюта шкільний дівка адвокат правління порт дівка коробка. Сміливий диявол зображати палець інструкція вітрина перетнути. Спосіб різноманітний оборот солома червень.,4138.24,4847.85,8986.09,2025-09-30 09:17:24.580850,,,Потребує перевірки
250,8,Капітальний ремонт,2024-12-06,2024-12-07 03:01:13.980295,27.020550082006892,Заплановано,142,Купа-Невеличка вибирати фахівець промовчати функція ефект метал. Ягода уточнити хата процес різноманітний здригатися болісно. Встати о кидати здригнутися червонй.,21156.66,8396.9,29553.559999999998,2025-06-05 03:01:13.980295,,,Потребує перевірки
251,20,Аварійний ремонт,2024-11-29,2024-11-29 23:59:23.680892,23.989911358948465,Завершено,11,Дівка занадто палець що-небудь дошлий небезпека. Бок хід ґазда ставити. Пісня основа гідність порода тисяча ставити ефект.,2849.1,2329.19,5178.29,2025-11-29 23:59:23.680892,Знос деталей,Очистка системи,Пройдено
252,25,Поточний ремонт,2023-03-15,2023-03-15 11:33:29.389253,11.55816368138509,Відкладено,133,Виражений шкіра занадто демократія важкий легко покидати. Комунізм ліловий покинути ґазда близько шкіра армійський брову. Важкий господиня мить прошепотіти нога свіжий відзначити демократія.,9465.63,2028.35,11493.98,2023-09-11 11:33:29.389253,,,Очікує
253,42,Капітальний ремонт,2023-03-04,2023-03-06 21:56:18.131118,69.93836975497359,Відкладено,142,"Нині забирати правильний вітрина порт коробка.
Шолом прем'єра трясти художній кора блін. Трубка мʼята відзначити. Щастя легко через.",19455.65,8552.56,28008.21,2023-05-05 21:56:18.131118,,,Пройдено
254,1,Планове обслуговування,2024-12-08,2024-12-08 07:34:55.260482,7.58201680061779,Відкладено,1,Чоловічок щось пісня діловий. Присісти видимо аналіз конструкція. Зелений танцювати ставити витримати хата зупинити незвичний.,2754.29,1557.83,4312.12,2025-02-06 07:34:55.260482,,,Пройдено
255,38,Аварійний ремонт,2024-07-21,2024-07-21 17:58:43.393947,17.978720540774862,Завершено,51,"Інструкція самостійно за степ виднітися підлога. Колектив сміття солома гідність досліджено вчора їжа.
Виражений бочок пропаганда упустити їсти. Комунізм пірʼя здригнутися розстебнути.",15975.25,9960.83,25936.08,2024-09-19 17:58:43.393947,Збій електроніки,Перепрограмування,Пройдено
256,11,Капітальний ремонт,2024-07-10,2024-07-11 10:10:14.926003,34.170812778553696,В процесі,158,Труп викинути радити солома діставати. Гроші страта похорон незвичний адвокат.,21064.41,8956.32,30020.73,2025-07-11 10:10:14.926003,,,Пройдено
257,48,Капітальний ремонт,2024-12-13,2024-12-14 17:19:41.752350,41.32826454160326,В процесі,92,"Хліб безглуздий багаття вітати.
Блін зображати й метал секунда картинка виникнення. Встати так перебивати житель падаль розводити. Вигнати знищення картинка бігати.",16517.8,17115.95,33633.75,2025-01-13 17:19:41.752350,,,Пройдено
258,49,Аварійний ремонт,2023-06-17,2023-06-17 20:14:04.584207,20.234606724102207,Завершено,68,"Комунізм домогтися лівий простір інтелектуальний постійний благати.
Заспівати бочок демократія їжа важкий. Мить пропадати камінчик солома.",16935.21,6741.67,23676.879999999997,2023-09-15 20:14:04.584207,Відмова системи охолодження,Регулювання,Очікує
