production_id,product_id,batch_number,start_date,end_date,planned_quantity,produced_quantity,defect_quantity,employee_id,machine_id,production_line,production_cost,energy_consumption,production_status,quality_check_status
358,13,B000358,2024-05-11,2024-05-13 06:00:00,924,871,34,154,3,Лінія 4,7500.76,999.08,Заплановано,Очікує
359,66,B000359,2024-12-19,2024-12-20 04:00:00,716,725,21,147,7,Лінія 2,14369.74,935.97,Заплановано,Пройдено
360,37,B000360,2023-11-15,2023-11-16 18:00:00,94,100,0,169,8,Лінія 3,42466.44,899.18,Заплановано,Пройдено
361,72,B000361,2023-05-26,2023-05-26 14:00:00,398,365,17,164,5,Лінія 1,33790.55,904.59,Заплановано,Очікує
362,52,B000362,2024-11-20,2024-11-20 13:00:00,772,740,31,154,4,Лінія 5,3949.39,814.95,Завершено,Пройдено
363,46,B000363,2024-05-17,2024-05-17 20:00:00,331,315,3,28,2,Лінія 3,32889.15,688.88,Завершено,Відхилено
364,94,B000364,2023-10-07,2023-10-07 13:00:00,669,604,1,129,9,Лінія 3,3434.38,882.77,В процесі,Відхилено
365,29,B000365,2024-09-08,2024-09-08 05:00:00,756,780,36,162,8,Лінія 1,20402.36,266.88,Заплановано,Пройдено
366,97,B000366,2023-03-20,2023-03-20 13:00:00,420,417,17,65,3,Лінія 2,39060.8,666.79,В процесі,Очікує
367,46,B000367,2024-07-25,2024-07-27 20:00:00,200,202,8,45,5,Лінія 5,8855.78,987.06,Заплановано,Очікує
368,52,B000368,2024-03-15,2024-03-16 00:00:00,893,980,13,131,9,Лінія 4,10558.73,138.11,В процесі,Очікує
369,40,B000369,2023-01-19,2023-01-19 17:00:00,784,756,4,187,7,Лінія 2,2372.55,404.34,В процесі,Пройдено
370,76,B000370,2023-03-30,2023-04-01 01:00:00,387,400,8,74,6,Лінія 3,12458.75,516.25,Завершено,Очікує
371,3,B000371,2023-06-11,2023-06-13 16:00:00,977,898,9,6,7,Лінія 4,2423.58,220.01,Завершено,Відхилено
372,13,B000372,2024-06-11,2024-06-11 18:00:00,582,612,10,15,9,Лінія 4,43428.28,635.17,Завершено,Пройдено
373,95,B000373,2023-06-29,2023-07-01 16:00:00,644,626,14,91,10,Лінія 4,49900.95,341.45,В процесі,Пройдено
374,18,B000374,2023-10-19,2023-10-19 09:00:00,132,131,1,169,7,Лінія 5,23849.53,209.48,Завершено,Відхилено
375,46,B000375,2023-09-03,2023-09-03 06:00:00,739,794,12,28,3,Лінія 2,43122.84,669.21,Завершено,Пройдено
376,100,B000376,2024-10-28,2024-10-29 06:00:00,531,583,6,91,3,Лінія 1,40700.74,491.78,В процесі,Відхилено
377,32,B000377,2023-11-25,2023-11-26 07:00:00,291,272,9,65,9,Лінія 3,20826.43,488.79,В процесі,Очікує
378,11,B000378,2024-04-12,2024-04-14 05:00:00,363,397,13,187,2,Лінія 4,12370.59,894.11,Завершено,Очікує
379,70,B000379,2023-07-01,2023-07-03 11:00:00,587,529,16,15,10,Лінія 4,48088.18,241.14,Завершено,Очікує
380,96,B000380,2023-06-09,2023-06-09 10:00:00,145,146,4,6,2,Лінія 4,38980.48,999.62,В процесі,Пройдено
381,66,B000381,2024-02-29,2024-02-29 15:00:00,472,435,12,58,7,Лінія 5,18942.69,831.04,Завершено,Очікує
382,73,B000382,2023-01-01,2023-01-02 00:00:00,864,899,43,131,3,Лінія 3,1922.42,474.63,В процесі,Очікує
383,82,B000383,2024-01-03,2024-01-03 09:00:00,628,669,18,74,6,Лінія 5,5547.76,405.68,Завершено,Пройдено
384,85,B000384,2023-08-02,2023-08-03 03:00:00,927,941,28,145,10,Лінія 3,23455.99,458.45,Завершено,Відхилено
385,11,B000385,2024-07-22,2024-07-23 22:00:00,206,194,1,122,6,Лінія 3,24235.83,966.41,В процесі,Пройдено
386,17,B000386,2024-05-17,2024-05-17 14:00:00,389,365,3,172,10,Лінія 5,36009.83,570.01,Заплановано,Відхилено
387,23,B000387,2023-10-15,2023-10-16 21:00:00,538,573,5,176,9,Лінія 3,39007.39,108.71,Заплановано,Відхилено
388,90,B000388,2023-07-12,2023-07-12 05:00:00,756,828,41,6,1,Лінія 2,37399.36,468.29,В процесі,Відхилено
389,34,B000389,2024-01-28,2024-01-28 15:00:00,903,876,19,102,5,Лінія 2,17281.43,887.83,Заплановано,Очікує
390,18,B000390,2023-12-01,2023-12-02 22:00:00,898,898,39,154,8,Лінія 1,5970.41,171.57,Заплановано,Пройдено
391,14,B000391,2023-04-30,2023-05-02 15:00:00,365,369,18,129,7,Лінія 2,48190.68,112.13,В процесі,Відхилено
392,49,B000392,2024-10-06,2024-10-08 13:00:00,202,216,5,74,9,Лінія 3,41582.34,145.83,В процесі,Пройдено
393,31,B000393,2024-06-16,2024-06-17 13:00:00,365,330,8,34,4,Лінія 4,11305.85,189.76,Заплановано,Очікує
394,86,B000394,2024-07-14,2024-07-16 19:00:00,123,118,3,147,7,Лінія 1,19680.36,157.5,Завершено,Відхилено
395,18,B000395,2023-09-13,2023-09-14 07:00:00,437,398,4,31,3,Лінія 5,12450.39,124.32,Заплановано,Відхилено
396,98,B000396,2023-10-11,2023-10-13 17:00:00,571,569,11,128,6,Лінія 3,27564.48,406.37,В процесі,Пройдено
397,75,B000397,2023-08-29,2023-08-29 21:00:00,106,112,4,123,2,Лінія 5,3265.9,121.43,Заплановано,Пройдено
398,15,B000398,2024-03-01,2024-03-03 21:00:00,374,398,17,145,4,Лінія 5,3432.77,371.9,Заплановано,Пройдено
399,92,B000399,2023-03-05,2023-03-06 13:00:00,264,277,8,128,3,Лінія 3,21838.56,477.33,Завершено,Пройдено
400,8,B000400,2024-04-01,2024-04-02 01:00:00,898,868,35,45,1,Лінія 4,47638.38,463.75,В процесі,Очікує
401,95,B000401,2023-05-27,2023-05-28 17:00:00,111,101,3,28,2,Лінія 3,49099.72,554.54,Заплановано,Очікує
402,5,B000402,2023-01-17,2023-01-19 22:00:00,157,160,2,74,10,Лінія 5,42803.41,630.08,Завершено,Пройдено
403,92,B000403,2023-10-01,2023-10-02 14:00:00,528,555,20,154,3,Лінія 4,20124.32,856.73,Завершено,Пройдено
404,18,B000404,2024-07-11,2024-07-11 12:00:00,724,667,32,172,8,Лінія 2,36962.9,554.97,В процесі,Пройдено
405,84,B000405,2023-03-18,2023-03-19 02:00:00,102,94,4,91,1,Лінія 1,21400.75,811.75,Заплановано,Очікує
406,85,B000406,2024-02-15,2024-02-16 23:00:00,450,482,2,169,2,Лінія 1,22109.38,346.65,В процесі,Відхилено
407,71,B000407,2024-09-28,2024-09-30 15:00:00,605,662,28,128,4,Лінія 1,21381.22,342.72,Заплановано,Пройдено
408,80,B000408,2023-02-14,2023-02-16 12:00:00,91,94,1,6,10,Лінія 4,41467.18,211.04,Заплановано,Пройдено
409,31,B000409,2024-09-19,2024-09-21 11:00:00,872,893,0,15,7,Лінія 1,13078.84,309.79,Заплановано,Відхилено
410,66,B000410,2023-10-07,2023-10-09 22:00:00,980,991,44,28,3,Лінія 2,49664.45,510.01,В процесі,Відхилено
411,31,B000411,2023-01-17,2023-01-18 05:00:00,729,779,27,154,4,Лінія 5,35178.88,802.31,В процесі,Очікує
412,20,B000412,2024-05-14,2024-05-14 10:00:00,441,420,9,45,2,Лінія 3,1710.12,928.08,Заплановано,Пройдено
413,46,B000413,2024-11-22,2024-11-22 23:00:00,169,170,7,58,10,Лінія 5,19377.24,689.89,В процесі,Пройдено
414,17,B000414,2023-07-03,2023-07-05 14:00:00,756,736,32,31,5,Лінія 4,5757.27,314.86,В процесі,Пройдено
415,18,B000415,2024-11-11,2024-11-13 00:00:00,390,357,17,132,6,Лінія 5,32540.96,952.18,Заплановано,Пройдено
416,44,B000416,2024-01-10,2024-01-12 06:00:00,189,181,6,34,3,Лінія 3,10953.94,395.17,В процесі,Пройдено
417,46,B000417,2023-04-18,2023-04-18 06:00:00,72,73,1,74,2,Лінія 2,27391.95,611.95,Заплановано,Відхилено
418,76,B000418,2023-09-08,2023-09-10 00:00:00,862,785,25,80,10,Лінія 2,45078.08,676.88,Заплановано,Пройдено
419,54,B000419,2023-09-30,2023-10-01 10:00:00,648,671,8,34,8,Лінія 4,21209.03,248.59,Заплановано,Відхилено
420,84,B000420,2024-10-03,2024-10-04 11:00:00,177,168,2,58,2,Лінія 5,3118.49,212.63,Заплановано,Відхилено
421,32,B000421,2024-04-23,2024-04-24 18:00:00,356,365,7,80,8,Лінія 2,19341.41,811.31,В процесі,Очікує
422,72,B000422,2023-06-22,2023-06-24 06:00:00,890,880,26,102,9,Лінія 5,23166.67,965.85,Завершено,Очікує
423,23,B000423,2023-04-02,2023-04-03 04:00:00,581,605,14,91,2,Лінія 4,44594.77,418.26,Заплановано,Пройдено
424,79,B000424,2024-11-06,2024-11-06 21:00:00,687,625,11,28,9,Лінія 5,5530.76,312.36,Заплановано,Очікує
425,20,B000425,2024-02-02,2024-02-04 13:00:00,743,788,33,132,7,Лінія 5,34451.41,658.73,Завершено,Пройдено
426,80,B000426,2023-06-27,2023-06-28 22:00:00,230,216,4,122,5,Лінія 2,5271.09,208.44,В процесі,Очікує
427,8,B000427,2023-11-04,2023-11-06 23:00:00,645,653,7,147,10,Лінія 1,48690.34,221.56,Завершено,Пройдено
428,30,B000428,2024-07-08,2024-07-10 07:00:00,251,259,10,132,8,Лінія 3,1521.18,846.28,В процесі,Відхилено
429,3,B000429,2024-07-21,2024-07-23 09:00:00,603,553,16,49,3,Лінія 4,13555.01,355.81,В процесі,Очікує
430,100,B000430,2023-01-25,2023-01-25 18:00:00,523,571,14,34,3,Лінія 2,21229.42,786.8,Заплановано,Пройдено
431,90,B000431,2024-07-17,2024-07-17 23:00:00,694,667,22,131,6,Лінія 1,33650.65,371.8,В процесі,Відхилено
432,31,B000432,2024-01-12,2024-01-13 23:00:00,402,439,13,122,3,Лінія 2,28273.23,790.59,Завершено,Очікує
433,71,B000433,2024-07-12,2024-07-14 17:00:00,335,321,6,131,10,Лінія 1,3706.56,851.3,В процесі,Пройдено
434,90,B000434,2024-05-12,2024-05-14 00:00:00,344,376,18,58,2,Лінія 3,17182.44,626.08,В процесі,Пройдено
435,25,B000435,2023-11-24,2023-11-26 09:00:00,624,619,10,122,7,Лінія 1,4402.86,410.87,Завершено,Очікує
436,81,B000436,2024-07-09,2024-07-11 14:00:00,285,272,1,34,4,Лінія 2,8397.97,485.95,Заплановано,Відхилено
437,15,B000437,2023-12-21,2023-12-23 19:00:00,174,164,1,145,2,Лінія 2,32276.55,254.74,Завершено,Очікує
438,18,B000438,2024-03-11,2024-03-11 10:00:00,148,143,2,131,5,Лінія 1,4429.02,230.51,Заплановано,Очікує
439,68,B000439,2023-09-30,2023-09-30 14:00:00,957,901,25,6,6,Лінія 4,33384.11,932.25,В процесі,Відхилено
440,3,B000440,2023-06-19,2023-06-21 21:00:00,295,310,11,128,7,Лінія 4,48712.56,552.6,Завершено,Очікує
441,58,B000441,2023-09-25,2023-09-25 15:00:00,134,144,6,91,6,Лінія 1,32075.44,335.84,В процесі,Пройдено
442,99,B000442,2024-03-05,2024-03-06 03:00:00,959,976,36,102,8,Лінія 2,30257.14,923.7,В процесі,Очікує
443,77,B000443,2023-06-08,2023-06-08 22:00:00,430,469,4,131,5,Лінія 5,12878.88,990.94,Заплановано,Відхилено
444,15,B000444,2024-10-11,2024-10-11 09:00:00,292,316,1,15,3,Лінія 5,9204.04,467.57,В процесі,Пройдено
445,59,B000445,2024-01-27,2024-01-27 21:00:00,403,443,12,122,7,Лінія 3,46509.98,220.06,Завершено,Очікує
446,94,B000446,2023-10-26,2023-10-26 10:00:00,790,770,19,80,10,Лінія 5,7581.49,874.27,В процесі,Пройдено
447,86,B000447,2024-09-15,2024-09-16 21:00:00,959,1017,12,34,6,Лінія 2,19331.72,754.95,Завершено,Відхилено
448,29,B000448,2024-02-21,2024-02-23 02:00:00,165,179,7,31,9,Лінія 2,44206.59,228.65,Завершено,Відхилено
449,68,B000449,2023-08-28,2023-08-29 19:00:00,214,200,5,45,4,Лінія 5,18897.2,119.44,Заплановано,Пройдено
450,91,B000450,2024-10-14,2024-10-16 03:00:00,233,250,2,123,9,Лінія 4,48773.82,500.87,В процесі,Відхилено
451,54,B000451,2023-03-04,2023-03-07 00:00:00,864,900,16,131,5,Лінія 2,48304.76,152.39,Заплановано,Пройдено
452,36,B000452,2024-06-26,2024-06-28 14:00:00,798,718,1,31,4,Лінія 5,47124.94,729.5,Заплановано,Очікує
453,14,B000453,2024-01-30,2024-01-30 15:00:00,787,742,36,80,3,Лінія 4,24452.81,581.36,В процесі,Очікує
454,13,B000454,2023-04-13,2023-04-15 07:00:00,260,267,3,74,5,Лінія 2,49578.82,259.16,Заплановано,Відхилено
455,6,B000455,2023-08-02,2023-08-02 04:00:00,586,589,24,123,10,Лінія 1,7012.64,531.27,В процесі,Очікує
456,95,B000456,2023-05-14,2023-05-16 14:00:00,686,620,12,162,2,Лінія 5,1767.43,944.01,В процесі,Пройдено
457,79,B000457,2023-08-26,2023-08-27 00:00:00,211,226,8,49,4,Лінія 5,35091.78,851.63,Заплановано,Відхилено
458,18,B000458,2023-10-22,2023-10-23 21:00:00,338,356,16,58,10,Лінія 1,1546.24,352.62,Заплановано,Відхилено
459,33,B000459,2024-05-21,2024-05-22 07:00:00,118,116,2,122,3,Лінія 1,37762.43,821.23,Заплановано,Відхилено
460,100,B000460,2024-03-01,2024-03-02 18:00:00,476,467,2,91,9,Лінія 1,31227.36,929.62,Завершено,Відхилено
461,32,B000461,2023-05-07,2023-05-08 12:00:00,553,513,2,102,7,Лінія 5,35790.94,471.31,В процесі,Очікує
462,95,B000462,2023-08-22,2023-08-23 18:00:00,734,760,36,129,6,Лінія 2,7937.26,223.07,Заплановано,Пройдено
463,72,B000463,2024-11-18,2024-11-19 17:00:00,556,594,6,176,8,Лінія 4,23622.99,754.52,Завершено,Відхилено
464,75,B000464,2023-05-18,2023-05-19 00:00:00,391,417,15,122,7,Лінія 2,22264.27,415.23,Заплановано,Очікує
465,56,B000465,2024-11-09,2024-11-09 08:00:00,461,481,1,169,8,Лінія 2,25479.9,496.13,Завершено,Пройдено
466,42,B000466,2023-05-08,2023-05-10 02:00:00,828,756,36,172,4,Лінія 5,9211.0,969.54,Завершено,Пройдено
467,97,B000467,2023-01-31,2023-02-01 03:00:00,204,191,5,74,8,Лінія 1,35303.84,948.37,В процесі,Відхилено
468,56,B000468,2024-08-09,2024-08-09 19:00:00,410,409,19,28,9,Лінія 2,29266.22,697.38,Завершено,Пройдено
469,42,B000469,2024-07-09,2024-07-09 19:00:00,248,268,1,65,8,Лінія 2,13234.66,406.98,В процесі,Відхилено
470,40,B000470,2023-12-06,2023-12-06 06:00:00,430,463,15,45,9,Лінія 5,47336.16,290.1,Завершено,Відхилено
471,36,B000471,2023-06-06,2023-06-07 14:00:00,283,274,10,154,1,Лінія 3,10562.25,998.73,Завершено,Пройдено
472,94,B000472,2024-08-24,2024-08-25 08:00:00,942,967,10,172,4,Лінія 1,31572.98,698.89,Заплановано,Пройдено
473,58,B000473,2023-06-18,2023-06-20 04:00:00,508,495,15,123,4,Лінія 5,13943.0,971.76,Завершено,Очікує
474,37,B000474,2024-06-09,2024-06-11 04:00:00,415,411,19,122,3,Лінія 3,8557.19,198.59,Заплановано,Відхилено
475,82,B000475,2023-04-22,2023-04-23 07:00:00,935,843,40,15,6,Лінія 3,11245.9,283.63,Заплановано,Відхилено
476,5,B000476,2023-09-01,2023-09-03 22:00:00,323,349,4,49,1,Лінія 1,23575.75,373.78,В процесі,Очікує
477,16,B000477,2023-08-07,2023-08-09 17:00:00,463,469,12,49,7,Лінія 4,45435.0,322.35,В процесі,Пройдено
478,30,B000478,2023-12-06,2023-12-06 08:00:00,202,203,10,147,1,Лінія 5,2954.49,388.46,Завершено,Очікує
479,44,B000479,2024-11-27,2024-11-29 16:00:00,636,618,4,132,5,Лінія 4,29997.41,228.79,В процесі,Відхилено
480,9,B000480,2023-06-07,2023-06-08 05:00:00,910,916,7,80,5,Лінія 3,19019.26,649.19,Завершено,Відхилено
481,3,B000481,2024-02-19,2024-02-19 13:00:00,641,673,21,147,5,Лінія 2,3851.46,822.0,Завершено,Пройдено
482,16,B000482,2023-10-02,2023-10-02 18:00:00,848,843,5,102,6,Лінія 2,18795.0,929.11,Завершено,Відхилено
483,24,B000483,2023-01-18,2023-01-20 06:00:00,388,400,15,145,1,Лінія 1,36065.72,362.45,Завершено,Очікує
484,6,B000484,2024-08-06,2024-08-07 09:00:00,474,517,19,28,6,Лінія 3,42363.63,823.21,Заплановано,Очікує
485,16,B000485,2024-03-16,2024-03-16 17:00:00,558,573,25,129,2,Лінія 4,27870.5,152.38,Заплановано,Очікує
486,79,B000486,2024-11-08,2024-11-08 15:00:00,190,196,8,169,7,Лінія 3,17415.15,612.72,Завершено,Очікує
487,33,B000487,2024-01-10,2024-01-10 07:00:00,132,139,2,162,8,Лінія 3,33508.69,543.07,В процесі,Очікує
488,86,B000488,2024-01-11,2024-01-12 03:00:00,320,290,13,187,1,Лінія 1,42966.06,713.24,В процесі,Очікує
489,25,B000489,2023-04-04,2023-04-04 17:00:00,414,421,2,91,7,Лінія 4,38967.47,415.29,В процесі,Відхилено
490,13,B000490,2023-04-22,2023-04-23 07:00:00,176,184,0,45,10,Лінія 3,25386.08,390.41,Завершено,Очікує
491,100,B000491,2023-06-12,2023-06-12 10:00:00,852,857,24,129,9,Лінія 1,41973.17,442.1,Заплановано,Пройдено
492,98,B000492,2024-04-08,2024-04-09 17:00:00,959,913,19,74,8,Лінія 5,49755.61,372.27,Заплановано,Пройдено
493,36,B000493,2024-04-29,2024-04-29 13:00:00,810,748,9,162,4,Лінія 1,24982.06,272.84,Заплановано,Очікує
494,77,B000494,2023-12-30,2023-12-30 19:00:00,435,398,17,31,10,Лінія 3,31964.39,897.48,Заплановано,Пройдено
495,34,B000495,2023-10-24,2023-10-26 04:00:00,694,763,30,147,8,Лінія 1,10279.93,807.28,Завершено,Очікує
496,5,B000496,2023-01-31,2023-01-31 14:00:00,655,610,3,129,8,Лінія 2,45620.05,938.03,Заплановано,Очікує
497,40,B000497,2023-07-04,2023-07-05 02:00:00,647,588,22,128,8,Лінія 2,39629.52,273.57,Заплановано,Очікує
498,75,B000498,2023-02-25,2023-02-26 08:00:00,941,967,44,154,4,Лінія 1,20078.81,517.06,Заплановано,Очікує
499,76,B000499,2023-11-01,2023-11-03 07:00:00,348,363,16,74,2,Лінія 2,36695.9,348.16,Завершено,Очікує
500,41,B000500,2024-11-18,2024-11-20 01:00:00,978,995,30,45,1,Лінія 2,48281.48,255.82,Заплановано,Відхилено
501,71,B000501,2023-01-31,2023-02-02 07:00:00,117,117,2,164,8,Лінія 5,43378.45,374.19,В процесі,Відхилено
502,29,B000502,2024-10-24,2024-10-26 12:00:00,324,301,13,154,10,Лінія 3,22493.41,649.35,Заплановано,Очікує
503,16,B000503,2024-03-10,2024-03-10 09:00:00,377,341,5,28,6,Лінія 5,12360.41,176.35,В процесі,Пройдено
504,15,B000504,2023-01-15,2023-01-16 23:00:00,497,506,10,102,9,Лінія 1,41555.22,273.42,Завершено,Пройдено
505,54,B000505,2023-07-06,2023-07-07 12:00:00,774,747,19,91,7,Лінія 4,27945.74,577.15,В процесі,Відхилено
506,24,B000506,2023-11-30,2023-12-01 10:00:00,986,951,22,49,8,Лінія 1,38327.07,485.97,Заплановано,Відхилено
507,11,B000507,2024-08-02,2024-08-04 21:00:00,868,894,8,187,3,Лінія 4,1617.02,859.42,Заплановано,Очікує
508,32,B000508,2023-06-26,2023-06-27 20:00:00,759,744,33,15,8,Лінія 2,25829.78,814.68,Завершено,Очікує
509,96,B000509,2023-07-21,2023-07-21 10:00:00,436,428,4,132,6,Лінія 4,24464.38,627.08,Заплановано,Пройдено
510,3,B000510,2023-06-26,2023-06-26 10:00:00,783,829,35,131,2,Лінія 3,6658.15,915.78,Завершено,Пройдено
511,61,B000511,2024-02-01,2024-02-02 13:00:00,223,215,10,80,2,Лінія 1,37933.62,623.33,Заплановано,Пройдено
512,25,B000512,2023-02-25,2023-02-25 13:00:00,376,360,13,49,10,Лінія 5,20057.49,627.16,Заплановано,Очікує
513,5,B000513,2024-04-09,2024-04-11 03:00:00,980,1022,18,143,3,Лінія 4,3318.44,139.73,Завершено,Очікує
514,34,B000514,2023-04-26,2023-04-26 23:00:00,157,146,0,31,1,Лінія 3,17548.65,330.07,Заплановано,Очікує
515,66,B000515,2023-04-12,2023-04-14 04:00:00,907,866,38,28,6,Лінія 2,49828.06,579.9,Завершено,Відхилено
516,70,B000516,2023-05-05,2023-05-07 19:00:00,791,798,31,129,1,Лінія 5,48144.54,831.84,Заплановано,Очікує
517,18,B000517,2023-05-22,2023-05-23 21:00:00,878,885,2,162,2,Лінія 3,8981.59,929.7,Заплановано,Відхилено
518,90,B000518,2023-02-12,2023-02-14 19:00:00,620,590,26,143,6,Лінія 2,7688.27,435.8,Завершено,Очікує
519,71,B000519,2023-12-30,2024-01-01 20:00:00,687,663,25,176,3,Лінія 5,18004.63,575.15,Завершено,Пройдено
520,40,B000520,2024-05-26,2024-05-26 20:00:00,719,707,26,80,9,Лінія 2,5272.27,794.27,В процесі,Пройдено
521,28,B000521,2024-08-08,2024-08-10 06:00:00,833,873,8,91,6,Лінія 2,10256.68,898.57,В процесі,Відхилено
522,84,B000522,2023-06-22,2023-06-22 16:00:00,499,512,14,31,10,Лінія 3,29840.31,386.34,Заплановано,Відхилено
523,42,B000523,2023-05-05,2023-05-05 14:00:00,648,589,22,58,10,Лінія 3,9135.06,269.65,Заплановано,Відхилено
524,40,B000524,2024-02-10,2024-02-12 23:00:00,795,823,11,65,2,Лінія 2,11034.59,594.93,Завершено,Очікує
525,99,B000525,2023-05-30,2023-06-01 10:00:00,478,488,24,80,8,Лінія 4,2623.85,244.73,В процесі,Очікує
526,49,B000526,2023-10-23,2023-10-23 09:00:00,335,323,2,162,1,Лінія 2,38946.9,276.54,Завершено,Пройдено
527,42,B000527,2024-12-22,2024-12-24 15:00:00,952,871,4,15,10,Лінія 4,33045.57,146.59,Заплановано,Очікує
528,30,B000528,2023-05-30,2023-05-31 01:00:00,278,291,2,58,1,Лінія 2,38662.24,416.63,Завершено,Очікує
529,92,B000529,2024-10-22,2024-10-24 02:00:00,805,787,31,80,2,Лінія 1,19404.57,214.21,Завершено,Очікує
530,96,B000530,2023-10-03,2023-10-04 07:00:00,639,636,30,6,1,Лінія 5,47584.3,188.8,В процесі,Відхилено
531,46,B000531,2023-09-21,2023-09-23 15:00:00,647,622,11,123,8,Лінія 5,3796.61,957.56,В процесі,Відхилено
532,18,B000532,2024-02-09,2024-02-11 22:00:00,64,58,2,80,8,Лінія 1,12200.28,844.75,Завершено,Відхилено
533,24,B000533,2023-11-15,2023-11-17 10:00:00,447,450,21,187,5,Лінія 1,13965.69,668.85,В процесі,Очікує
534,54,B000534,2023-11-26,2023-11-28 04:00:00,433,435,12,131,10,Лінія 5,10030.9,867.64,Заплановано,Очікує
535,97,B000535,2023-06-23,2023-06-23 12:00:00,644,623,5,128,3,Лінія 2,17126.67,815.23,Заплановано,Очікує
536,26,B000536,2023-01-24,2023-01-27 00:00:00,964,993,16,131,1,Лінія 3,3013.5,383.65,В процесі,Очікує
537,42,B000537,2024-11-28,2024-11-29 03:00:00,762,818,30,172,7,Лінія 2,37190.78,870.57,Завершено,Очікує
538,51,B000538,2023-01-02,2023-01-04 01:00:00,692,644,2,58,1,Лінія 2,38637.68,654.74,В процесі,Відхилено
539,30,B000539,2023-09-22,2023-09-22 09:00:00,996,1006,48,128,5,Лінія 5,49429.57,536.74,В процесі,Очікує
540,37,B000540,2023-12-05,2023-12-07 10:00:00,387,394,4,122,2,Лінія 1,30137.91,754.23,Завершено,Пройдено
541,11,B000541,2024-08-18,2024-08-18 20:00:00,485,442,4,164,10,Лінія 2,20538.96,921.54,Заплановано,Очікує
542,32,B000542,2023-10-21,2023-10-22 16:00:00,737,679,20,131,5,Лінія 4,17043.95,198.49,Завершено,Пройдено
543,24,B000543,2023-03-25,2023-03-26 12:00:00,312,312,1,15,6,Лінія 3,19964.36,465.12,В процесі,Очікує
544,75,B000544,2024-06-11,2024-06-13 08:00:00,140,132,1,122,9,Лінія 5,18631.08,707.97,В процесі,Відхилено
545,76,B000545,2023-07-30,2023-07-31 12:00:00,252,275,1,65,6,Лінія 3,45128.18,272.98,Завершено,Пройдено
546,23,B000546,2023-03-01,2023-03-01 22:00:00,844,857,36,132,8,Лінія 3,12633.21,952.62,В процесі,Пройдено
547,16,B000547,2023-05-03,2023-05-04 16:00:00,614,649,6,28,6,Лінія 2,34927.01,363.22,Заплановано,Відхилено
548,58,B000548,2023-10-07,2023-10-07 20:00:00,976,883,24,31,4,Лінія 1,39551.98,932.79,Заплановано,Відхилено
549,8,B000549,2023-11-29,2023-12-01 22:00:00,237,245,0,147,2,Лінія 5,45043.35,529.19,Завершено,Відхилено
550,61,B000550,2023-07-19,2023-07-21 07:00:00,286,261,1,129,7,Лінія 5,46499.53,731.43,Заплановано,Відхилено
551,20,B000551,2024-12-27,2024-12-27 17:00:00,855,837,12,65,3,Лінія 5,48901.17,694.39,В процесі,Відхилено
552,100,B000552,2023-12-23,2023-12-24 10:00:00,554,607,7,131,3,Лінія 2,28239.96,402.44,В процесі,Пройдено
553,95,B000553,2023-01-23,2023-01-24 01:00:00,106,101,4,132,4,Лінія 1,33794.18,442.99,Завершено,Очікує
554,94,B000554,2023-11-02,2023-11-03 06:00:00,782,833,20,164,9,Лінія 2,49479.63,707.34,Заплановано,Пройдено
555,49,B000555,2024-09-03,2024-09-05 23:00:00,925,942,22,164,10,Лінія 3,29732.21,274.95,Завершено,Пройдено
556,23,B000556,2024-05-13,2024-05-14 20:00:00,439,406,10,80,3,Лінія 1,38672.95,767.57,Завершено,Пройдено
557,37,B000557,2024-02-08,2024-02-10 18:00:00,56,55,1,172,4,Лінія 1,9696.56,786.93,Заплановано,Пройдено
558,62,B000558,2024-09-22,2024-09-22 05:00:00,643,643,1,49,6,Лінія 4,44446.07,231.7,Завершено,Пройдено
559,5,B000559,2023-11-30,2023-12-02 09:00:00,911,905,21,49,2,Лінія 4,28565.7,343.57,В процесі,Відхилено
560,86,B000560,2024-10-08,2024-10-08 04:00:00,723,713,25,45,6,Лінія 2,38409.84,522.6,В процесі,Пройдено
561,86,B000561,2024-04-15,2024-04-17 12:00:00,563,612,26,49,7,Лінія 5,49101.68,351.22,В процесі,Пройдено
562,28,B000562,2024-12-25,2024-12-26 05:00:00,839,783,30,102,2,Лінія 2,32880.73,922.26,Завершено,Пройдено
563,54,B000563,2023-08-21,2023-08-22 16:00:00,422,455,17,45,4,Лінія 4,49420.06,280.92,Завершено,Відхилено
564,26,B000564,2023-03-31,2023-03-31 16:00:00,884,913,2,122,8,Лінія 5,35697.09,204.98,Заплановано,Відхилено
565,96,B000565,2024-01-15,2024-01-17 08:00:00,576,554,5,102,3,Лінія 1,37405.12,866.22,В процесі,Очікує
566,32,B000566,2024-08-15,2024-08-15 23:00:00,383,392,4,131,7,Лінія 2,25384.76,359.92,Завершено,Пройдено
567,65,B000567,2024-05-22,2024-05-24 18:00:00,622,659,27,187,6,Лінія 5,28981.05,959.29,Завершено,Пройдено
568,70,B000568,2024-12-24,2024-12-27 00:00:00,808,785,5,143,5,Лінія 2,23351.28,268.45,Завершено,Пройдено
569,76,B000569,2023-10-27,2023-10-29 07:00:00,416,417,11,176,1,Лінія 1,36228.55,663.45,Завершено,Очікує
570,40,B000570,2024-02-19,2024-02-21 17:00:00,581,566,23,80,7,Лінія 1,41133.41,685.2,Завершено,Відхилено
571,81,B000571,2024-05-01,2024-05-02 17:00:00,258,284,11,128,1,Лінія 3,44041.42,686.82,Завершено,Відхилено
