invoice_id,invoice_number,sale_id,customer_id,issue_date,due_date,amount,payment_terms,status,payment_date,payment_method,notes
497,INV-000497,958,28,2023-09-07,2023-10-22,34505.9574,30 днів,Оплачено,2023-10-18,Картка,
498,INV-000498,193,79,2023-04-02,2023-06-01,292713.066,1 Передоплата,Прострочено,,,
499,INV-000499,604,66,2023-11-08,2023-12-23,11037.446399999999,45 днів,Оплачено,2023-12-18,Картка,Гіркий плавно жити бригада витягувати правління. Висловлюватися нервово скинути казна-хто.
500,INV-000500,747,12,2023-12-29,2023-12-30,258932.73899999997,1 Передоплата,Оплачено,2023-12-30,Готівка,
501,INV-000501,505,112,2024-09-04,2024-11-03,180936.38249999998,45 днів,Оплачено,2024-09-19,Готівка,
502,INV-000502,722,49,2024-10-28,2024-12-27,554305.5,30 днів,Прострочено,,,
503,INV-000503,963,73,2024-07-15,2024-08-14,54786.758400000006,60 днів,Оплачено,2024-07-19,Готівка,
504,INV-000504,587,37,2023-06-03,2023-08-02,102200.6656,30 днів,Оплачено,2023-07-08,Картка,
505,INV-000505,508,105,2024-05-31,2024-07-15,447910.94,45 днів,Оплачено,2024-07-15,Готівка,
506,INV-000506,610,55,2024-01-01,2024-01-02,320865.6528,30 днів,Оплачено,2024-01-02,Готівка,
507,INV-000507,770,39,2023-08-25,2023-10-09,66744.7488,1 Передоплата,Оплачено,2023-10-02,Картка,
508,INV-000508,242,53,2023-12-02,2024-01-31,128561.256,30 днів,Оплачено,2024-01-15,Банківський переказ,
509,INV-000509,453,78,2024-12-20,2025-01-19,144187.1012,45 днів,Оплачено,2025-01-12,Банківський переказ,
510,INV-000510,314,119,2023-03-13,2023-03-14,64222.15799999999,45 днів,Оплачено,2023-03-14,Картка,
511,INV-000511,773,112,2023-03-12,2023-03-13,280194.9976,1 Передоплата,Оплачено,2023-03-13,Банківський переказ,
512,INV-000512,392,37,2023-07-23,2023-09-21,477024.8344,45 днів,Оплачено,2023-08-12,Готівка,
513,INV-000513,388,121,2024-04-26,2024-06-25,454537.16880000004,30 днів,Оплачено,2024-06-23,Готівка,Услати головний спосіб болото демократія. Встати решітка діставати виконувати.
514,INV-000514,993,129,2023-11-30,2024-01-14,138233.562,45 днів,Оплачено,2023-12-05,Готівка,
515,INV-000515,673,57,2024-10-18,2024-12-17,94506.5814,1 Передоплата,Оплачено,2024-11-02,Банківський переказ,
516,INV-000516,758,132,2023-03-14,2023-04-13,8735.3046,1 Передоплата,Оплачено,2023-04-05,Готівка,Щастя безглуздий співати недолік о район здригатися задерти. Розвернутися доба болото новий.
517,INV-000517,758,132,2023-03-14,2023-04-13,8735.3046,30 днів,Оплачено,2023-04-07,Картка,
518,INV-000518,16,69,2023-04-07,2023-05-22,76944.31880000001,45 днів,Оплачено,2023-05-13,Банківський переказ,
519,INV-000519,583,129,2024-09-14,2024-11-13,14895.1712,45 днів,Прострочено,,,
520,INV-000520,380,45,2024-10-01,2024-11-30,2375.532,30 днів,Оплачено,2024-11-24,Картка,
521,INV-000521,434,35,2023-01-22,2023-03-23,404796.14999999997,60 днів,Оплачено,2023-03-13,Картка,
522,INV-000522,166,57,2024-10-13,2024-12-12,664650.014,45 днів,Оплачено,2024-12-04,Готівка,
523,INV-000523,758,132,2023-03-14,2023-05-13,8735.3046,45 днів,Оплачено,2023-04-10,Готівка,
524,INV-000524,251,99,2024-07-08,2024-08-07,83566.995,30 днів,Оплачено,2024-07-10,Готівка,Зміна банда міф знаходити затягнутися забирати. Звільнити командир актриса небезпека витягувати.
525,INV-000525,269,118,2024-04-27,2024-05-27,106058.30119999999,30 днів,Оплачено,2024-04-28,Картка,
526,INV-000526,711,51,2024-10-30,2024-12-14,68736.492,1 Передоплата,Оплачено,2024-12-13,Готівка,
527,INV-000527,868,49,2023-06-22,2023-07-22,474621.3392,30 днів,Прострочено,,,
528,INV-000528,217,44,2024-11-25,2024-11-26,379326.525,30 днів,Оплачено,2024-11-26,Готівка,
529,INV-000529,783,43,2024-11-23,2024-12-23,178811.47199999998,45 днів,Оплачено,2024-12-02,Картка,
530,INV-000530,377,101,2023-05-15,2023-06-29,48323.8368,45 днів,Оплачено,2023-05-30,Банківський переказ,
531,INV-000531,914,148,2024-05-27,2024-05-28,349099.68,45 днів,Прострочено,,,
532,INV-000532,199,11,2023-05-27,2023-07-26,6414.795,1 Передоплата,Прострочено,,,
533,INV-000533,244,115,2024-02-06,2024-03-22,369326.9568,30 днів,Оплачено,2024-02-09,Картка,
534,INV-000534,158,69,2023-02-04,2023-03-21,41617.368,60 днів,Оплачено,2023-03-16,Картка,
535,INV-000535,255,58,2023-09-27,2023-09-28,75853.96719999998,30 днів,Оплачено,2023-09-28,Банківський переказ,Потім витримати поява колектив сонце адже дошлий. Похмуро основа незручно знімати груди.
536,INV-000536,714,12,2023-04-10,2023-04-11,378741.59459999995,1 Передоплата,Оплачено,2023-04-11,Банківський переказ,
537,INV-000537,124,71,2023-09-05,2023-11-04,5382.3952,45 днів,Оплачено,2023-10-04,Банківський переказ,
538,INV-000538,530,147,2024-02-04,2024-02-05,266037.25,30 днів,Оплачено,2024-02-05,Готівка,
539,INV-000539,174,140,2023-02-11,2023-04-12,479214.93600000005,30 днів,Оплачено,2023-04-12,Готівка,
540,INV-000540,595,63,2023-08-12,2023-10-11,368930.9646,1 Передоплата,Оплачено,2023-08-27,Готівка,
541,INV-000541,178,40,2023-02-08,2023-03-10,89887.572,60 днів,Оплачено,2023-02-15,Готівка,
542,INV-000542,910,2,2024-03-27,2024-05-11,363221.9408,1 Передоплата,Оплачено,2024-04-05,Банківський переказ,Помовчати мати друкувати зупинити написати. Байдужий плід несподіваний задерти.
543,INV-000543,246,45,2024-01-10,2024-03-10,23759.412800000002,1 Передоплата,Оплачено,2024-02-12,Картка,
544,INV-000544,658,148,2023-02-27,2023-03-29,53286.367999999995,30 днів,Прострочено,,,
545,INV-000545,58,119,2023-08-01,2023-08-02,140288.84499999997,30 днів,Оплачено,2023-08-02,Готівка,Художній вітрина яскраво незручно. Слати покидати намір порівняння.
546,INV-000546,929,57,2024-07-12,2024-07-13,102537.6064,45 днів,Оплачено,2024-07-13,Готівка,Ніж банда степ занадто шкільний. Нарада підлога монета відділ.
547,INV-000547,772,148,2024-02-07,2024-03-23,328835.3112,45 днів,Оплачено,2024-02-18,Готівка,
548,INV-000548,167,121,2023-09-12,2023-10-12,115138.4784,30 днів,Оплачено,2023-09-27,Готівка,
549,INV-000549,505,112,2024-09-04,2024-10-04,180936.38249999998,1 Передоплата,Оплачено,2024-09-16,Картка,
550,INV-000550,536,98,2024-09-06,2024-09-07,373039.39749999996,45 днів,Оплачено,2024-09-07,Картка,
551,INV-000551,198,8,2024-07-24,2024-07-25,404394.62700000004,60 днів,Прострочено,,,Знаходити розкішний ленінград більше. Команда салон інвалід болото безглуздий.
552,INV-000552,324,37,2023-10-01,2023-10-02,82232.9994,60 днів,Оплачено,2023-10-02,Банківський переказ,
553,INV-000553,459,122,2024-12-13,2025-01-27,145283.949,45 днів,Прострочено,,,
554,INV-000554,156,105,2024-07-05,2024-08-19,121246.48800000001,45 днів,Оплачено,2024-07-23,Банківський переказ,
555,INV-000555,532,106,2023-04-30,2023-06-14,210543.3,45 днів,Оплачено,2023-05-16,Картка,
556,INV-000556,390,58,2023-12-23,2024-02-21,130692.80399999999,60 днів,Оплачено,2023-12-28,Готівка,
557,INV-000557,555,87,2024-07-25,2024-09-23,440225.39999999997,60 днів,Прострочено,,,Раніше результат прихований встати монета місце салон. Товар матерія низький поява.
558,INV-000558,640,108,2024-12-26,2025-01-25,310328.29099999997,1 Передоплата,Оплачено,2025-01-07,Готівка,
559,INV-000559,499,140,2024-03-14,2024-04-13,141525.63,45 днів,Оплачено,2024-03-23,Картка,
560,INV-000560,269,118,2024-04-27,2024-05-27,106058.30119999999,30 днів,Оплачено,2024-05-13,Банківський переказ,
561,INV-000561,363,39,2024-08-16,2024-09-15,311600.4288,60 днів,Оплачено,2024-09-12,Картка,
562,INV-000562,610,55,2024-01-01,2024-03-01,320865.6528,30 днів,Оплачено,2024-02-13,Банківський переказ,
563,INV-000563,440,60,2024-05-23,2024-06-22,229831.686,30 днів,Оплачено,2024-06-06,Готівка,
564,INV-000564,709,83,2023-11-05,2023-12-05,205238.9828,30 днів,Прострочено,,,
565,INV-000565,398,108,2023-06-01,2023-07-01,369714.618,45 днів,Оплачено,2023-06-17,Банківський переказ,
566,INV-000566,337,97,2023-01-29,2023-02-28,65371.93599999999,45 днів,Прострочено,,,
567,INV-000567,823,109,2023-07-14,2023-07-15,378611.38499999995,45 днів,Оплачено,2023-07-15,Банківський переказ,
568,INV-000568,569,43,2023-07-18,2023-09-01,305919.8416,1 Передоплата,Оплачено,2023-08-11,Банківський переказ,
569,INV-000569,158,69,2023-02-04,2023-02-05,41617.368,1 Передоплата,Оплачено,2023-02-05,Картка,
570,INV-000570,206,94,2023-12-01,2024-01-15,451970.7471999999,60 днів,Прострочено,,,
571,INV-000571,451,127,2024-02-01,2024-04-01,201334.18199999997,1 Передоплата,Оплачено,2024-02-02,Картка,
572,INV-000572,444,4,2023-07-19,2023-09-02,144020.67,1 Передоплата,Оплачено,2023-07-26,Картка,
573,INV-000573,179,85,2023-05-05,2023-07-04,138026.385,1 Передоплата,Оплачено,2023-05-13,Картка,Підлога лягати відповідність можливо. Черевик дальній гіркий порівняння художній зрозумілий трясти.
574,INV-000574,502,45,2024-08-27,2024-09-26,106091.8056,1 Передоплата,Оплачено,2024-09-22,Банківський переказ,
575,INV-000575,684,73,2024-12-19,2025-02-17,69835.8672,60 днів,Оплачено,2025-02-02,Банківський переказ,
576,INV-000576,309,6,2023-07-27,2023-09-25,233270.04750000002,60 днів,Оплачено,2023-07-29,Готівка,
577,INV-000577,134,126,2023-09-19,2023-10-19,2086.7968,60 днів,Оплачено,2023-09-21,Готівка,
578,INV-000578,457,115,2023-12-19,2024-02-02,130077.02399999999,60 днів,Оплачено,2023-12-27,Готівка,Рішення важкий житель збудження пропаганда. Засунути нестерпний при багряний пристойний.
579,INV-000579,558,92,2024-03-04,2024-03-05,580389.12,1 Передоплата,Оплачено,2024-03-05,Готівка,
580,INV-000580,849,123,2024-12-20,2025-01-19,305152.785,45 днів,Оплачено,2024-12-29,Банківський переказ,
581,INV-000581,96,36,2024-06-11,2024-07-26,369163.3176,1 Передоплата,Оплачено,2024-06-15,Банківський переказ,
582,INV-000582,572,16,2024-03-19,2024-05-18,43878.5308,45 днів,Оплачено,2024-04-12,Банківський переказ,
583,INV-000583,618,53,2024-01-21,2024-02-20,422304.71359999996,1 Передоплата,Оплачено,2024-01-25,Картка,
584,INV-000584,757,60,2024-05-29,2024-07-28,16102.825200000001,30 днів,Оплачено,2024-07-11,Готівка,
585,INV-000585,33,88,2023-09-05,2023-11-04,186976.70099999997,45 днів,Оплачено,2023-10-25,Банківський переказ,
586,INV-000586,817,136,2023-02-27,2023-03-29,150838.3659,45 днів,Оплачено,2023-03-11,Банківський переказ,
587,INV-000587,40,136,2023-06-27,2023-08-11,187829.504,1 Передоплата,Оплачено,2023-08-10,Банківський переказ,
588,INV-000588,835,69,2023-02-15,2023-02-16,535530.3139999999,60 днів,Оплачено,2023-02-16,Готівка,
589,INV-000589,238,107,2024-10-05,2024-10-06,511549.1327999999,1 Передоплата,Оплачено,2024-10-06,Готівка,
590,INV-000590,549,112,2023-08-03,2023-09-17,12138.588000000002,1 Передоплата,Прострочено,,,Тютюн падати темніти єдиний.
591,INV-000591,8,136,2024-12-10,2025-01-09,462557.25,45 днів,Оплачено,2024-12-25,Банківський переказ,
592,INV-000592,443,68,2024-09-18,2024-11-02,109479.168,45 днів,Прострочено,,,О направо роса століття дошлий.
593,INV-000593,561,97,2023-12-18,2023-12-19,223758.7626,60 днів,Прострочено,,,
594,INV-000594,607,126,2023-08-09,2023-10-08,433885.056,60 днів,Оплачено,2023-10-04,Банківський переказ,Покинути дрімати покинути звільнення порада нарада метелик.
595,INV-000595,20,10,2024-02-07,2024-03-08,268428.3552,1 Передоплата,Прострочено,,,
596,INV-000596,228,65,2023-01-24,2023-02-23,157285.394,1 Передоплата,Оплачено,2023-02-14,Банківський переказ,
597,INV-000597,147,140,2024-05-23,2024-05-24,288460.53439999995,45 днів,Оплачено,2024-05-24,Банківський переказ,
598,INV-000598,790,46,2023-06-07,2023-07-07,71724.7224,1 Передоплата,Прострочено,,,
599,INV-000599,75,116,2023-12-11,2024-01-10,335512.41359999997,60 днів,Оплачено,2024-01-05,Банківський переказ,
600,INV-000600,366,22,2023-12-04,2024-01-18,174374.37,45 днів,Оплачено,2024-01-10,Банківський переказ,
601,INV-000601,652,24,2023-09-02,2023-11-01,96167.5392,60 днів,Прострочено,,,
602,INV-000602,343,48,2023-08-21,2023-10-20,284292.06,60 днів,Оплачено,2023-10-04,Картка,
603,INV-000603,599,48,2023-12-03,2024-01-02,464104.56399999995,45 днів,Оплачено,2023-12-05,Готівка,
604,INV-000604,658,148,2023-02-27,2023-03-29,53286.367999999995,30 днів,Оплачено,2023-03-18,Картка,
605,INV-000605,637,55,2023-04-30,2023-05-01,238222.5472,30 днів,Оплачено,2023-05-01,Банківський переказ,
606,INV-000606,577,28,2024-05-01,2024-06-15,88356.8736,60 днів,Оплачено,2024-06-05,Готівка,Вибирати аж салон здригнутися знищення. Розвернутися сумнівний хліб.
607,INV-000607,115,99,2024-09-01,2024-10-31,222132.75,60 днів,Прострочено,,,
608,INV-000608,382,119,2024-03-25,2024-04-24,437467.1264,60 днів,Прострочено,,,Повністю знімати сміятися співати. Застосовуватися вовк лягати бігати сумний.
609,INV-000609,628,125,2024-06-07,2024-07-07,264946.57639999996,60 днів,Оплачено,2024-06-19,Картка,
610,INV-000610,626,64,2024-06-03,2024-08-02,112653.0064,30 днів,Оплачено,2024-07-20,Банківський переказ,
611,INV-000611,939,89,2024-01-27,2024-03-12,163015.787,45 днів,Оплачено,2024-02-27,Банківський переказ,Один даль редактор потрясти білизна гіркий сонце очко. Який синок результат трубка.
612,INV-000612,228,65,2023-01-24,2023-01-25,157285.394,60 днів,Оплачено,2023-01-25,Банківський переказ,
613,INV-000613,906,16,2024-05-06,2024-07-05,209502.30279999998,60 днів,Оплачено,2024-05-14,Готівка,
614,INV-000614,134,126,2023-09-19,2023-09-20,2086.7968,45 днів,Оплачено,2023-09-20,Банківський переказ,
615,INV-000615,629,130,2024-08-25,2024-09-24,483497.16800000006,30 днів,Оплачено,2024-09-18,Готівка,Провал картинка інвалід процес. Серйозний командувач безпорадний функція факультет збудження.
616,INV-000616,34,72,2024-10-15,2024-11-29,126870.39,60 днів,Оплачено,2024-10-22,Готівка,
617,INV-000617,170,16,2023-06-08,2023-07-23,617274.6048,30 днів,Оплачено,2023-07-07,Готівка,
618,INV-000618,808,56,2024-07-29,2024-09-27,39274.75199999999,60 днів,Оплачено,2024-08-30,Картка,
619,INV-000619,209,73,2023-08-17,2023-10-01,300372.4698,60 днів,Оплачено,2023-09-05,Картка,
620,INV-000620,361,84,2024-11-30,2025-01-29,223427.24910000002,45 днів,Оплачено,2025-01-09,Готівка,Міра тьмяний зима вовк ремінь пастух бажання паща. Прелесть потягнутися благати даль.
621,INV-000621,77,18,2024-05-03,2024-07-02,310068.59520000004,60 днів,Оплачено,2024-06-21,Картка,
622,INV-000622,713,18,2024-11-18,2024-12-18,127126.98180000001,45 днів,Прострочено,,,
623,INV-000623,641,62,2023-10-09,2023-11-08,245380.24,60 днів,Прострочено,,,Термін простір за а черевик бетонний. Сходити солома зображати різноманітний незручно художній.
624,INV-000624,870,62,2023-10-01,2023-10-31,22721.8536,45 днів,Оплачено,2023-10-15,Картка,
625,INV-000625,969,60,2023-08-23,2023-10-07,85072.9761,60 днів,Оплачено,2023-08-26,Банківський переказ,
626,INV-000626,126,8,2024-12-09,2025-01-08,96476.9328,45 днів,Оплачено,2025-01-02,Банківський переказ,
627,INV-000627,605,27,2023-10-01,2023-10-31,224530.6812,60 днів,Оплачено,2023-10-22,Готівка,
628,INV-000628,965,78,2023-10-06,2023-11-05,19062.2976,45 днів,Прострочено,,,Заспівати ніж академік. Ніж вигнати багряний висловлюватися ніч їжа розвернутися ліловий.
629,INV-000629,70,136,2023-01-28,2023-03-29,312677.768,1 Передоплата,Прострочено,,,
630,INV-000630,304,60,2023-11-03,2023-12-03,363900.16949999996,45 днів,Оплачено,2023-11-30,Банківський переказ,
631,INV-000631,145,72,2024-03-08,2024-04-22,291524.5518,30 днів,Оплачено,2024-04-05,Банківський переказ,
632,INV-000632,772,148,2024-02-07,2024-04-07,328835.3112,30 днів,Оплачено,2024-03-09,Картка,
633,INV-000633,503,100,2023-11-11,2023-11-12,153484.81199999998,1 Передоплата,Прострочено,,,
634,INV-000634,513,23,2024-06-19,2024-08-03,305531.38,30 днів,Оплачено,2024-07-20,Готівка,Заява угодний конструкція вираз. Розвернутися упор коробка факультет звільнити квапливий.
635,INV-000635,78,13,2023-09-23,2023-09-24,48663.623999999996,30 днів,Оплачено,2023-09-24,Банківський переказ,
636,INV-000636,175,35,2024-01-21,2024-02-20,102737.19959999999,30 днів,Прострочено,,,
637,INV-000637,368,20,2023-09-21,2023-11-05,162744.6346,1 Передоплата,Прострочено,,,
638,INV-000638,169,117,2023-10-15,2023-11-14,393987.58,45 днів,Оплачено,2023-10-21,Готівка,
639,INV-000639,917,123,2023-03-22,2023-03-23,171508.1368,30 днів,Оплачено,2023-03-23,Картка,
640,INV-000640,742,17,2024-10-08,2024-10-09,2651.292,30 днів,Прострочено,,,
641,INV-000641,763,11,2023-03-05,2023-04-04,35235.0075,60 днів,Оплачено,2023-03-19,Банківський переказ,
642,INV-000642,920,9,2024-12-17,2025-01-16,473277.7925,45 днів,Оплачено,2025-01-08,Банківський переказ,
643,INV-000643,930,58,2023-08-29,2023-10-28,194644.296,45 днів,Прострочено,,,
644,INV-000644,964,73,2024-06-04,2024-07-19,207375.5684,45 днів,Оплачено,2024-06-24,Картка,
645,INV-000645,578,94,2023-05-17,2023-07-01,335305.152,45 днів,Прострочено,,,
646,INV-000646,766,22,2023-02-10,2023-03-27,37880.051999999996,45 днів,Оплачено,2023-03-23,Банківський переказ,
647,INV-000647,69,90,2023-04-18,2023-04-19,309305.7582,60 днів,Прострочено,,,
648,INV-000648,947,149,2023-03-28,2023-05-27,5120.5912,1 Передоплата,Оплачено,2023-04-05,Картка,
649,INV-000649,914,148,2024-05-27,2024-07-11,349099.68,45 днів,Прострочено,,,Прохід дрімати дівка командир гроші мільярд монета. Пробувати міркування нога.
650,INV-000650,108,116,2024-10-30,2024-12-14,41894.2305,1 Передоплата,Прострочено,,,Чотири тривога мати природа виникнення. Коваль запустити самостійно крутий здригнутися.
651,INV-000651,486,122,2024-04-18,2024-04-19,82964.682,1 Передоплата,Оплачено,2024-04-19,Картка,Тисяча гуляти нарада рис мить тривога.
652,INV-000652,268,43,2024-11-23,2025-01-07,90862.86,1 Передоплата,Оплачено,2024-12-17,Банківський переказ,
653,INV-000653,178,40,2023-02-08,2023-04-09,89887.572,45 днів,Оплачено,2023-02-16,Банківський переказ,
654,INV-000654,131,139,2023-12-18,2024-01-17,189053.37000000002,60 днів,Прострочено,,,
655,INV-000655,877,122,2024-07-18,2024-08-17,60900.392,1 Передоплата,Оплачено,2024-08-14,Готівка,
656,INV-000656,706,86,2023-02-22,2023-03-24,318645.6,45 днів,Оплачено,2023-03-19,Картка,
657,INV-000657,856,18,2023-02-04,2023-03-21,193214.439,30 днів,Оплачено,2023-03-04,Картка,
658,INV-000658,769,6,2023-09-09,2023-10-09,80557.08570000001,30 днів,Оплачено,2023-09-11,Картка,
659,INV-000659,126,8,2024-12-09,2024-12-10,96476.9328,45 днів,Оплачено,2024-12-10,Готівка,
660,INV-000660,705,73,2024-08-23,2024-08-24,7053.9384,1 Передоплата,Оплачено,2024-08-24,Банківський переказ,
661,INV-000661,370,57,2024-07-24,2024-08-23,212029.29,60 днів,Прострочено,,,
662,INV-000662,885,117,2024-02-19,2024-04-19,212829.8,60 днів,Оплачено,2024-03-11,Банківський переказ,
663,INV-000663,314,119,2023-03-13,2023-04-12,64222.15799999999,45 днів,Прострочено,,,
664,INV-000664,839,45,2024-01-29,2024-03-14,59801.491200000004,1 Передоплата,Прострочено,,,
665,INV-000665,55,13,2023-07-24,2023-09-07,51073.938,1 Передоплата,Оплачено,2023-08-27,Картка,
666,INV-000666,168,66,2024-11-05,2024-12-05,177527.0896,60 днів,Оплачено,2024-11-08,Картка,Правильний білизна штаб епоха прем'єра. Ґудзик заплакати гіркий похмуро.
667,INV-000667,880,35,2024-01-27,2024-02-26,18800.36,30 днів,Оплачено,2024-02-08,Банківський переказ,
668,INV-000668,418,104,2024-01-01,2024-03-01,150875.264,30 днів,Оплачено,2024-02-29,Банківський переказ,
669,INV-000669,715,140,2024-03-17,2024-05-01,144187.2,45 днів,Оплачено,2024-05-01,Банківський переказ,Висловлюватися низький бок повністю народ образа купа.
670,INV-000670,935,12,2023-05-30,2023-07-29,530572.3871999999,1 Передоплата,Прострочено,,,
671,INV-000671,755,127,2023-06-10,2023-06-11,458521.50959999993,45 днів,Оплачено,2023-06-11,Готівка,
672,INV-000672,857,32,2023-10-10,2023-11-09,59115.935999999994,45 днів,Прострочено,,,
673,INV-000673,940,56,2023-04-14,2023-04-15,62302.1355,45 днів,Прострочено,,,
674,INV-000674,355,149,2024-05-18,2024-06-17,78207.4528,30 днів,Оплачено,2024-06-04,Картка,
675,INV-000675,323,76,2023-04-04,2023-04-05,142405.20899999997,30 днів,Оплачено,2023-04-05,Готівка,
676,INV-000676,388,121,2024-04-26,2024-06-10,454537.16880000004,30 днів,Оплачено,2024-05-15,Банківський переказ,
677,INV-000677,981,87,2023-10-03,2023-11-17,169153.7757,60 днів,Оплачено,2023-10-22,Готівка,
678,INV-000678,399,16,2023-11-13,2023-12-28,235195.4346,60 днів,Оплачено,2023-11-19,Банківський переказ,Заборонити загроза червень небезпека. Порівняння ліловий трубка космос коваль.
679,INV-000679,479,19,2024-04-08,2024-05-08,310815.8336,60 днів,Оплачено,2024-04-19,Банківський переказ,
680,INV-000680,544,43,2023-02-10,2023-04-11,83098.348,1 Передоплата,Прострочено,,,
681,INV-000681,673,57,2024-10-18,2024-12-17,94506.5814,45 днів,Прострочено,,,
682,INV-000682,368,20,2023-09-21,2023-11-05,162744.6346,30 днів,Оплачено,2023-10-25,Банківський переказ,
683,INV-000683,427,49,2024-05-09,2024-06-23,131464.2552,45 днів,Оплачено,2024-06-06,Банківський переказ,
684,INV-000684,613,128,2024-04-22,2024-06-21,44373.350399999996,30 днів,Оплачено,2024-06-09,Банківський переказ,
685,INV-000685,407,32,2023-04-14,2023-04-15,441715.58999999997,60 днів,Прострочено,,,
686,INV-000686,510,111,2024-05-06,2024-07-05,11436.705,1 Передоплата,Оплачено,2024-05-28,Банківський переказ,
687,INV-000687,407,32,2023-04-14,2023-05-29,441715.58999999997,30 днів,Оплачено,2023-05-29,Картка,
688,INV-000688,194,88,2024-07-11,2024-07-12,114783.4368,30 днів,Оплачено,2024-07-12,Банківський переказ,
689,INV-000689,316,123,2024-01-02,2024-03-02,139226.3475,45 днів,Прострочено,,,
690,INV-000690,939,89,2024-01-27,2024-03-12,163015.787,45 днів,Оплачено,2024-02-06,Готівка,
691,INV-000691,766,22,2023-02-10,2023-03-27,37880.051999999996,30 днів,Оплачено,2023-02-20,Картка,
692,INV-000692,25,109,2023-12-06,2024-02-04,173906.096,1 Передоплата,Оплачено,2023-12-15,Картка,Бригада ліворуч досліджено чотири.
693,INV-000693,122,148,2023-05-10,2023-06-09,430834.56,30 днів,Оплачено,2023-05-28,Картка,
694,INV-000694,385,115,2024-01-25,2024-02-24,87316.3962,1 Передоплата,Оплачено,2024-01-26,Готівка,
695,INV-000695,947,149,2023-03-28,2023-04-27,5120.5912,45 днів,Оплачено,2023-04-02,Картка,Розводити що адже. Різноманітний вітати засунути порт.
696,INV-000696,915,146,2024-10-29,2024-11-28,8418.5836,30 днів,Оплачено,2024-10-30,Готівка,
697,INV-000697,976,43,2023-10-02,2023-11-16,10367.0496,1 Передоплата,Оплачено,2023-10-15,Банківський переказ,Недолік рис при яскраво диявол. Світило незвичайний застосовуватися зелений рота.
698,INV-000698,729,71,2024-03-08,2024-05-07,9655.586,45 днів,Оплачено,2024-04-15,Банківський переказ,
699,INV-000699,197,66,2023-01-01,2023-01-31,59166.7258,60 днів,Оплачено,2023-01-24,Банківський переказ,
700,INV-000700,304,60,2023-11-03,2024-01-02,363900.16949999996,1 Передоплата,Оплачено,2023-11-10,Картка,
701,INV-000701,721,71,2024-02-22,2024-02-23,509170.55,30 днів,Оплачено,2024-02-23,Банківський переказ,
702,INV-000702,690,64,2024-04-25,2024-06-09,56499.3135,1 Передоплата,Оплачено,2024-05-19,Картка,
703,INV-000703,534,106,2024-09-23,2024-11-22,155376.54510000002,45 днів,Оплачено,2024-10-16,Картка,
704,INV-000704,564,112,2024-05-03,2024-05-04,201769.79679999998,30 днів,Оплачено,2024-05-04,Банківський переказ,Товар купа пісенька редактор затягнутися. Гіркий різноманітний бочок.
705,INV-000705,242,53,2023-12-02,2024-01-01,128561.256,30 днів,Оплачено,2023-12-28,Готівка,
706,INV-000706,166,57,2024-10-13,2024-10-14,664650.014,45 днів,Оплачено,2024-10-14,Банківський переказ,
707,INV-000707,485,20,2024-06-15,2024-06-16,49700.0448,1 Передоплата,Оплачено,2024-06-16,Банківський переказ,
708,INV-000708,476,73,2024-02-01,2024-03-02,283843.152,60 днів,Оплачено,2024-02-04,Картка,
709,INV-000709,653,119,2023-01-06,2023-02-20,368835.6672,30 днів,Оплачено,2023-02-19,Готівка,
710,INV-000710,395,89,2024-10-06,2024-11-05,279606.081,1 Передоплата,Прострочено,,,
711,INV-000711,96,36,2024-06-11,2024-07-26,369163.3176,1 Передоплата,Оплачено,2024-06-24,Банківський переказ,
712,INV-000712,558,92,2024-03-04,2024-05-03,580389.12,30 днів,Прострочено,,,
713,INV-000713,33,88,2023-09-05,2023-09-06,186976.70099999997,45 днів,Прострочено,,,
714,INV-000714,202,77,2023-11-16,2023-12-31,412206.62,30 днів,Оплачено,2023-11-30,Картка,Приятель мета білизна сходити закласти зупинити. Лапа вечір задерти похмуро раніше прірва бок.
715,INV-000715,570,54,2023-09-16,2023-11-15,220049.32950000002,1 Передоплата,Оплачено,2023-09-28,Банківський переказ,
716,INV-000716,655,119,2023-03-31,2023-05-15,43399.51499999999,60 днів,Оплачено,2023-04-01,Банківський переказ,
717,INV-000717,999,108,2023-11-15,2023-12-15,601162.7915999999,45 днів,Оплачено,2023-12-05,Готівка,Райком склянка перебивати натиснути паща байдужий покоління. Навіщо гараж заклик сонце.
718,INV-000718,889,130,2023-04-25,2023-06-24,534425.9228999999,1 Передоплата,Оплачено,2023-05-10,Банківський переказ,
719,INV-000719,18,129,2023-07-20,2023-09-03,540351.0839999999,60 днів,Прострочено,,,
720,INV-000720,13,98,2024-06-22,2024-08-06,299553.441,30 днів,Оплачено,2024-06-27,Готівка,
721,INV-000721,695,27,2024-02-17,2024-03-18,57869.4942,45 днів,Оплачено,2024-03-12,Картка,
722,INV-000722,225,102,2023-11-24,2024-01-23,351183.14879999997,1 Передоплата,Оплачено,2023-11-28,Банківський переказ,
723,INV-000723,875,96,2023-11-12,2023-12-12,122234.53439999999,30 днів,Оплачено,2023-12-01,Картка,
724,INV-000724,737,126,2023-05-06,2023-06-20,596052.3456,60 днів,Оплачено,2023-05-12,Готівка,
725,INV-000725,867,21,2024-05-17,2024-07-01,114578.75899999999,60 днів,Прострочено,,,Мить очко каюта спорт присвятити. Загроза знімати триста метелик падаль.
726,INV-000726,881,87,2023-07-13,2023-09-11,485515.50080000004,30 днів,Прострочено,,,
