attendance_id,employee_id,date,status,time_in,time_out,hours_worked,overtime_hours,notes
550,49,2021-08-30,Присутній,2021-08-30 10:03:00,2021-08-30 19:11:00,7.97,0.0,Кпсс який гіркий так епоха. Новий п'ятеро мимо прошепотіти заклик. Грати виднітися дошлий при.
551,113,2023-06-24,Вихідний,,,0.0,0.0,
552,14,2022-11-05,Вихідний,,,0.0,0.0,
553,89,2024-10-12,Вихідний,,,0.0,0.0,
554,120,2024-09-09,Присутній,2024-09-09 09:09:00,2024-09-09 19:53:00,8.17,0.17,
555,96,2024-01-20,Вихідний,,,0.0,0.0,
556,182,2024-02-10,Вихідний,,,0.0,0.0,
557,159,2023-03-11,Вихідний,,,0.0,0.0,
558,182,2024-03-16,Вихідний,,,0.0,0.0,
559,16,2023-01-27,Присутній,2023-01-27 08:47:00,2023-01-27 19:44:00,7.66,0.0,
560,134,2024-08-21,Присутній,2024-08-21 08:43:00,2024-08-21 19:30:00,7.56,0.0,
561,11,2022-03-09,Присутній,2022-03-09 10:00:00,2022-03-09 19:54:00,8.37,0.37,
562,186,2024-01-01,Присутній,2024-01-01 10:04:00,2024-01-01 19:04:00,8.1,0.1,Штаб процес нервово висіти пристойний диявол мати. Шкіра висловлюватися ламати штаб.
563,56,2021-04-06,Присутній,2021-04-06 08:35:00,2021-04-06 19:45:00,8.32,0.32,
564,108,2024-11-14,Присутній,2024-11-14 08:37:00,2024-11-14 19:44:00,8.19,0.19,
565,1,2023-07-21,Присутній,2023-07-21 10:39:00,2023-07-21 19:17:00,7.94,0.0,
566,40,2024-07-08,Присутній,2024-07-08 09:45:00,2024-07-08 18:42:00,8.43,0.43,
567,45,2024-12-25,Присутній,2024-12-25 08:35:00,2024-12-25 18:14:00,7.73,0.0,Супроводжуватися адже навряд прем'єра. Солома правильний теорія в'язниця.
568,94,2022-04-06,Присутній,2022-04-06 08:24:00,2022-04-06 18:02:00,8.41,0.41,
569,67,2024-11-21,Присутній,2024-11-21 10:08:00,2024-11-21 17:44:00,8.22,0.22,
570,90,2023-10-23,Присутній,2023-10-23 10:57:00,2023-10-23 19:20:00,7.68,0.0,
571,116,2024-02-05,Присутній,2024-02-05 08:59:00,2024-02-05 17:19:00,7.82,0.0,
572,100,2024-08-23,Присутній,2024-08-23 08:02:00,2024-08-23 19:17:00,7.75,0.0,
573,81,2024-10-26,Вихідний,,,0.0,0.0,Кидати розвернутися іспит й пристрасть танцювати.
574,80,2022-01-09,Вихідний,,,0.0,0.0,
575,34,2024-12-14,Вихідний,,,0.0,0.0,
576,161,2024-12-24,Присутній,2024-12-24 08:55:00,2024-12-24 18:26:00,7.65,0.0,
577,194,2024-03-06,Присутній,2024-03-06 08:47:00,2024-03-06 19:31:00,7.99,0.0,Хліб увійти блін болісно шкарпетка точно підземний.
578,169,2024-11-15,Присутній,2024-11-15 09:32:00,2024-11-15 18:40:00,8.42,0.42,Провал близько трясти образа взагалі здригатися.
579,55,2022-11-19,Вихідний,,,0.0,0.0,
580,47,2024-04-07,Вихідний,,,0.0,0.0,
581,193,2024-07-18,Лікарняний,,,0.0,0.0,
582,168,2023-06-24,Вихідний,,,0.0,0.0,
583,121,2024-03-21,Присутній,2024-03-21 08:56:00,2024-03-21 17:46:00,7.82,0.0,Ґазда співрозмовник труп полюбити комунізм. Ніж прірва колектив направо міра.
584,91,2024-06-14,Присутній,2024-06-14 09:53:00,2024-06-14 19:57:00,8.4,0.4,
585,176,2022-09-29,Присутній,2022-09-29 10:46:00,2022-09-29 17:33:00,8.49,0.49,
586,179,2021-06-01,Присутній,2021-06-01 09:43:00,2021-06-01 17:09:00,7.53,0.0,Розстебнути ліхтарик блін терапія. Купа викинути інший синок пробувати подробиця.
587,41,2024-03-17,Вихідний,,,0.0,0.0,
588,40,2024-09-02,Відпустка,,,0.0,0.0,
589,84,2024-12-03,Запізнення,2024-12-03 09:12:00,2024-12-03 19:37:00,6.6,0.0,
590,172,2024-09-25,Присутній,2024-09-25 08:03:00,2024-09-25 17:04:00,8.45,0.45,
591,23,2023-07-19,Присутній,2023-07-19 09:46:00,2023-07-19 18:59:00,8.13,0.13,
592,103,2024-09-11,Присутній,2024-09-11 08:50:00,2024-09-11 17:13:00,7.57,0.0,
593,21,2021-08-20,Присутній,2021-08-20 09:17:00,2021-08-20 18:36:00,7.52,0.0,
594,100,2023-02-16,Присутній,2023-02-16 09:41:00,2023-02-16 17:55:00,8.31,0.31,
595,133,2024-06-14,Присутній,2024-06-14 08:11:00,2024-06-14 19:35:00,7.98,0.0,Команда бригада забирати низький. Армійський кордон крутий командир основа полюбити.
596,111,2024-06-13,Присутній,2024-06-13 09:52:00,2024-06-13 18:13:00,8.36,0.36,
597,137,2024-11-27,Відпустка,,,0.0,0.0,Дошлий рідкий палець століття. Порівняння незвичайний порода відділ поріг.
598,108,2024-04-18,Присутній,2024-04-18 09:01:00,2024-04-18 18:03:00,8.28,0.28,
599,31,2024-11-22,Присутній,2024-11-22 09:57:00,2024-11-22 17:46:00,8.4,0.4,
600,131,2022-11-03,Присутній,2022-11-03 10:33:00,2022-11-03 18:06:00,8.05,0.05,
601,93,2021-10-14,Присутній,2021-10-14 09:48:00,2021-10-14 17:34:00,8.17,0.17,
602,74,2024-07-06,Вихідний,,,0.0,0.0,
603,109,2024-11-18,Присутній,2024-11-18 10:53:00,2024-11-18 19:24:00,7.53,0.0,Співрозмовник звільнити зима порівняння друкувати.
604,125,2024-07-24,Присутній,2024-07-24 10:53:00,2024-07-24 18:34:00,7.81,0.0,
605,185,2023-10-27,Відпустка,,,0.0,0.0,
606,162,2024-12-26,Присутній,2024-12-26 09:25:00,2024-12-26 17:56:00,7.5,0.0,Блін інфекція решітка. Бригада ґудзик нарада сходити пісенька.
607,134,2024-02-10,Вихідний,,,0.0,0.0,
608,165,2024-10-09,Присутній,2024-10-09 09:55:00,2024-10-09 18:45:00,7.87,0.0,
609,67,2024-12-04,Присутній,2024-12-04 10:36:00,2024-12-04 19:59:00,7.65,0.0,Задерти правління діловий. Очко розвинений уточнити ставити.
610,168,2023-06-22,Присутній,2023-06-22 10:36:00,2023-06-22 19:45:00,7.7,0.0,
611,95,2023-08-17,Присутній,2023-08-17 09:12:00,2023-08-17 19:05:00,8.47,0.47,Робочий житель будівництво. Епоха тисяча порт що новий збільшуватися.
612,99,2023-07-31,Присутній,2023-07-31 10:37:00,2023-07-31 19:48:00,8.12,0.12,Господиня плід провал важкий жити угодний ґазда.
613,121,2023-12-31,Вихідний,,,0.0,0.0,
614,178,2023-10-06,Присутній,2023-10-06 09:53:00,2023-10-06 18:50:00,7.97,0.0,Пропаганда порівняння зупинити хлопчисько синок. Дошлий голубчик бок вивести.
615,156,2024-06-05,Відпустка,,,0.0,0.0,
616,112,2023-06-21,Присутній,2023-06-21 09:51:00,2023-06-21 19:14:00,7.99,0.0,
617,48,2024-10-21,Присутній,2024-10-21 10:19:00,2024-10-21 17:10:00,8.3,0.3,
618,13,2023-08-11,Присутній,2023-08-11 08:33:00,2023-08-11 19:56:00,8.45,0.45,
619,121,2024-05-23,Присутній,2024-05-23 10:09:00,2024-05-23 17:16:00,8.0,0.0,
620,48,2024-03-28,Присутній,2024-03-28 08:39:00,2024-03-28 18:32:00,7.84,0.0,
621,89,2024-11-19,Присутній,2024-11-19 09:26:00,2024-11-19 19:23:00,7.7,0.0,
622,63,2023-12-31,Вихідний,,,0.0,0.0,
623,170,2021-03-16,Присутній,2021-03-16 09:48:00,2021-03-16 19:24:00,7.89,0.0,
624,106,2024-01-05,Присутній,2024-01-05 10:03:00,2024-01-05 19:49:00,7.86,0.0,
625,183,2022-06-26,Вихідний,,,0.0,0.0,Розгубитися розуміти груди казна-хто щур командувач вираз.
626,171,2022-12-03,Вихідний,,,0.0,0.0,
627,129,2024-12-20,Присутній,2024-12-20 08:54:00,2024-12-20 17:28:00,8.45,0.45,
628,169,2024-10-14,Присутній,2024-10-14 08:43:00,2024-10-14 17:02:00,8.46,0.46,
629,199,2024-05-08,Присутній,2024-05-08 09:47:00,2024-05-08 17:22:00,7.76,0.0,
630,119,2022-12-03,Вихідний,,,0.0,0.0,
631,40,2024-11-21,Присутній,2024-11-21 10:16:00,2024-11-21 17:47:00,7.79,0.0,
632,13,2023-08-23,Присутній,2023-08-23 08:35:00,2023-08-23 18:12:00,7.6,0.0,Синок пірʼя важкий процес. Бригада близько крутий більше мета.
633,74,2024-06-13,Присутній,2024-06-13 09:03:00,2024-06-13 18:14:00,8.01,0.01,
634,118,2024-11-27,Присутній,2024-11-27 09:06:00,2024-11-27 18:33:00,7.53,0.0,
635,186,2023-03-13,Присутній,2023-03-13 08:54:00,2023-03-13 19:59:00,7.73,0.0,
636,51,2024-03-21,Присутній,2024-03-21 10:11:00,2024-03-21 17:44:00,8.47,0.47,Брову прірва програміст спасти доба радити упустити. Зрозумілий конструкція ґудзик сумний.
637,12,2020-07-24,Присутній,2020-07-24 10:43:00,2020-07-24 19:37:00,7.93,0.0,
638,84,2024-09-09,Присутній,2024-09-09 10:41:00,2024-09-09 19:49:00,7.92,0.0,
639,81,2024-11-10,Вихідний,,,0.0,0.0,
640,11,2023-12-14,Присутній,2023-12-14 09:18:00,2023-12-14 18:55:00,8.35,0.35,
641,57,2024-08-03,Вихідний,,,0.0,0.0,
642,40,2024-10-23,Присутній,2024-10-23 08:11:00,2024-10-23 19:08:00,7.92,0.0,
643,28,2023-02-17,Присутній,2023-02-17 09:58:00,2023-02-17 17:48:00,8.23,0.23,
644,145,2024-12-24,Присутній,2024-12-24 10:15:00,2024-12-24 17:40:00,7.72,0.0,
645,146,2024-10-22,Присутній,2024-10-22 09:02:00,2024-10-22 18:51:00,8.09,0.09,
646,52,2022-05-23,Присутній,2022-05-23 08:24:00,2022-05-23 18:33:00,7.62,0.0,
647,154,2024-10-16,Присутній,2024-10-16 08:39:00,2024-10-16 17:48:00,7.9,0.0,
648,103,2023-05-29,Присутній,2023-05-29 08:06:00,2023-05-29 18:31:00,8.03,0.03,
649,90,2023-12-03,Вихідний,,,0.0,0.0,
650,93,2024-10-15,Присутній,2024-10-15 09:57:00,2024-10-15 17:26:00,8.16,0.16,
651,85,2020-11-14,Вихідний,,,0.0,0.0,
652,169,2024-12-20,Присутній,2024-12-20 08:20:00,2024-12-20 18:51:00,8.31,0.31,
653,174,2021-07-22,Присутній,2021-07-22 09:44:00,2021-07-22 17:53:00,8.38,0.38,
654,67,2024-10-24,Присутній,2024-10-24 10:57:00,2024-10-24 19:50:00,8.11,0.11,
655,118,2024-12-11,Присутній,2024-12-11 09:50:00,2024-12-11 17:19:00,7.93,0.0,
656,71,2024-12-15,Вихідний,,,0.0,0.0,
657,161,2024-12-27,Присутній,2024-12-27 10:12:00,2024-12-27 18:32:00,7.6,0.0,
658,43,2022-12-09,Присутній,2022-12-09 09:08:00,2022-12-09 18:10:00,8.24,0.24,
659,110,2024-10-16,Присутній,2024-10-16 10:38:00,2024-10-16 17:09:00,8.07,0.07,
660,198,2024-08-19,Присутній,2024-08-19 08:59:00,2024-08-19 19:46:00,7.91,0.0,
661,26,2020-08-12,Присутній,2020-08-12 10:39:00,2020-08-12 18:07:00,8.08,0.08,
662,189,2023-01-10,Присутній,2023-01-10 10:18:00,2023-01-10 18:26:00,8.32,0.32,
663,61,2023-01-04,Присутній,2023-01-04 10:07:00,2023-01-04 19:45:00,7.95,0.0,
664,67,2024-10-05,Вихідний,,,0.0,0.0,
665,83,2024-12-18,Присутній,2024-12-18 10:41:00,2024-12-18 18:33:00,8.14,0.14,
666,75,2024-12-16,Присутній,2024-12-16 09:32:00,2024-12-16 18:32:00,8.36,0.36,
667,24,2021-11-25,Присутній,2021-11-25 09:09:00,2021-11-25 18:55:00,7.86,0.0,Заборонити доба хліб важливий кордон. Домогтися білизна вчений відділ бак увійти.
668,96,2024-12-23,Присутній,2024-12-23 10:54:00,2024-12-23 18:33:00,8.16,0.16,
669,79,2024-08-17,Вихідний,,,0.0,0.0,
670,144,2023-11-28,Присутній,2023-11-28 08:34:00,2023-11-28 19:43:00,8.21,0.21,
671,182,2023-09-30,Вихідний,,,0.0,0.0,Покинути чоловічок недолік ніч рота. Дихання один занадто інфекція полум'я серйозний щастя.
672,178,2021-07-13,Присутній,2021-07-13 10:47:00,2021-07-13 17:43:00,7.62,0.0,
673,156,2023-08-11,Лікарняний,,,0.0,0.0,
674,45,2024-07-02,Присутній,2024-07-02 09:26:00,2024-07-02 18:57:00,8.07,0.07,
675,72,2024-07-19,Запізнення,2024-07-19 09:04:00,2024-07-19 18:31:00,7.41,0.0,
676,74,2024-02-05,Присутній,2024-02-05 10:29:00,2024-02-05 19:18:00,7.58,0.0,
677,29,2024-08-31,Вихідний,,,0.0,0.0,
678,61,2023-04-21,Присутній,2023-04-21 08:47:00,2023-04-21 17:34:00,8.4,0.4,
679,156,2024-11-15,Присутній,2024-11-15 09:55:00,2024-11-15 18:24:00,7.83,0.0,
680,109,2024-04-27,Вихідний,,,0.0,0.0,
681,197,2023-06-07,Присутній,2023-06-07 08:23:00,2023-06-07 18:19:00,8.21,0.21,"Район ланцюжок сходити.
Ліворуч колектив гуляти князь."
682,21,2022-12-17,Вихідний,,,0.0,0.0,Болісно пробувати командир. Близько адвокат спорт за основа недолік радість.
683,128,2023-07-21,Присутній,2023-07-21 08:55:00,2023-07-21 19:22:00,8.18,0.18,
684,160,2024-12-24,Присутній,2024-12-24 08:55:00,2024-12-24 17:09:00,8.42,0.42,Витримати прихований прем'єра неправда олівець порада. Купа-Невеличка мотоцикл покидати болісно.
685,138,2022-01-23,Вихідний,,,0.0,0.0,
686,196,2024-10-02,Присутній,2024-10-02 09:25:00,2024-10-02 17:26:00,7.58,0.0,
687,187,2021-07-17,Вихідний,,,0.0,0.0,
688,107,2024-11-24,Вихідний,,,0.0,0.0,
689,122,2022-05-03,Присутній,2022-05-03 10:39:00,2022-05-03 17:44:00,7.55,0.0,Будівництво зарплата їжа армійський. Природа іспит командування червень яскраво.
690,148,2023-12-12,Присутній,2023-12-12 10:24:00,2023-12-12 17:25:00,8.07,0.07,
691,14,2023-10-02,Присутній,2023-10-02 08:52:00,2023-10-02 18:06:00,7.57,0.0,
692,158,2023-05-09,Присутній,2023-05-09 09:53:00,2023-05-09 19:16:00,8.23,0.23,
693,92,2022-07-23,Вихідний,,,0.0,0.0,
694,26,2021-10-26,Присутній,2021-10-26 08:26:00,2021-10-26 19:50:00,7.84,0.0,
695,124,2024-11-11,Присутній,2024-11-11 09:14:00,2024-11-11 19:41:00,7.87,0.0,
696,166,2024-08-21,Присутній,2024-08-21 10:44:00,2024-08-21 18:03:00,8.08,0.08,
697,59,2023-08-30,Присутній,2023-08-30 08:00:00,2023-08-30 19:25:00,8.13,0.13,Рот полюбити прелесть виражений. Натиснути щось груди блискучий.
698,154,2024-11-12,Присутній,2024-11-12 08:39:00,2024-11-12 18:19:00,8.27,0.27,
699,114,2023-08-28,Присутній,2023-08-28 10:35:00,2023-08-28 18:46:00,7.57,0.0,
700,160,2024-12-28,Вихідний,,,0.0,0.0,
701,169,2024-11-02,Вихідний,,,0.0,0.0,
702,46,2024-11-30,Вихідний,,,0.0,0.0,
703,189,2023-12-10,Вихідний,,,0.0,0.0,
704,185,2024-07-04,Присутній,2024-07-04 10:01:00,2024-07-04 18:34:00,7.57,0.0,
705,87,2022-12-26,Присутній,2022-12-26 10:07:00,2022-12-26 19:41:00,8.06,0.06,
706,157,2024-12-29,Вихідний,,,0.0,0.0,
707,157,2024-12-28,Вихідний,,,0.0,0.0,
708,84,2022-11-21,Присутній,2022-11-21 08:55:00,2022-11-21 17:20:00,7.78,0.0,
709,145,2024-12-16,Присутній,2024-12-16 10:39:00,2024-12-16 17:51:00,8.18,0.18,
710,180,2024-10-20,Вихідний,,,0.0,0.0,
711,84,2024-07-05,Присутній,2024-07-05 10:37:00,2024-07-05 18:12:00,8.02,0.02,
712,52,2023-05-30,Присутній,2023-05-30 09:02:00,2023-05-30 18:00:00,8.1,0.1,
713,189,2023-08-13,Вихідний,,,0.0,0.0,Провал неправда природний аж. Діловий щось направо болісно виднітися збільшуватися.
714,90,2023-11-13,Присутній,2023-11-13 10:37:00,2023-11-13 18:05:00,7.55,0.0,Господь відзначити гіркий результат.
715,7,2023-08-07,Присутній,2023-08-07 10:47:00,2023-08-07 19:32:00,8.36,0.36,
716,52,2024-02-26,Присутній,2024-02-26 09:48:00,2024-02-26 18:30:00,8.1,0.1,
717,90,2023-05-14,Вихідний,,,0.0,0.0,
718,189,2023-01-15,Вихідний,,,0.0,0.0,
719,168,2023-07-04,Присутній,2023-07-04 08:55:00,2023-07-04 17:31:00,8.25,0.25,
720,31,2024-04-08,Запізнення,2024-04-08 10:30:00,2024-04-08 17:56:00,6.56,0.0,
721,160,2024-12-05,Присутній,2024-12-05 10:13:00,2024-12-05 19:57:00,7.69,0.0,
722,8,2022-11-22,Присутній,2022-11-22 08:26:00,2022-11-22 18:20:00,7.67,0.0,Поріг епоха решітка кпсс викинути передо. Основа суглоб один.
723,143,2022-07-22,Присутній,2022-07-22 08:48:00,2022-07-22 19:43:00,7.84,0.0,
724,181,2023-01-02,Присутній,2023-01-02 09:40:00,2023-01-02 17:35:00,8.27,0.27,
725,66,2024-03-30,Вихідний,,,0.0,0.0,
726,44,2024-07-31,Присутній,2024-07-31 08:52:00,2024-07-31 17:50:00,8.47,0.47,
727,173,2024-05-08,Присутній,2024-05-08 09:39:00,2024-05-08 18:34:00,7.76,0.0,
728,3,2024-10-14,Присутній,2024-10-14 10:48:00,2024-10-14 18:48:00,8.3,0.3,
729,45,2024-06-12,Присутній,2024-06-12 10:00:00,2024-06-12 18:06:00,8.24,0.24,
730,149,2022-08-28,Вихідний,,,0.0,0.0,
731,191,2022-09-07,Присутній,2022-09-07 10:37:00,2022-09-07 19:45:00,7.87,0.0,Чоловічок о вигнати простір.
732,18,2024-06-18,Присутній,2024-06-18 08:42:00,2024-06-18 17:16:00,8.4,0.4,
733,171,2023-03-18,Вихідний,,,0.0,0.0,
734,79,2023-09-30,Вихідний,,,0.0,0.0,Червень слати мета лягати інфекція. Сміятися метал висловлюватися.
735,177,2024-09-02,Лікарняний,,,0.0,0.0,Слати торгівля набір. П'Ятеро зупинити легко слати упустити ставити тривога.
736,105,2023-09-03,Вихідний,,,0.0,0.0,
737,187,2024-02-07,Присутній,2024-02-07 10:58:00,2024-02-07 17:33:00,8.34,0.34,
738,177,2024-02-15,Присутній,2024-02-15 08:10:00,2024-02-15 19:31:00,8.4,0.4,
739,36,2024-11-08,Присутній,2024-11-08 10:43:00,2024-11-08 17:44:00,8.39,0.39,
740,76,2024-12-10,Відпустка,,,0.0,0.0,
741,145,2024-12-27,Лікарняний,,,0.0,0.0,
742,165,2024-10-15,Присутній,2024-10-15 08:33:00,2024-10-15 17:49:00,8.33,0.33,
743,103,2023-07-28,Присутній,2023-07-28 08:25:00,2023-07-28 18:50:00,7.67,0.0,Тисяча вскакивать точно сміятися зловити. Очко встати тьмяний плід.
744,10,2024-03-02,Вихідний,,,0.0,0.0,
745,96,2024-06-15,Вихідний,,,0.0,0.0,Палата вітрина кпсс мʼята.
746,171,2022-10-09,Вихідний,,,0.0,0.0,
747,116,2021-08-01,Вихідний,,,0.0,0.0,
748,77,2024-07-03,Присутній,2024-07-03 09:36:00,2024-07-03 19:44:00,8.37,0.37,
749,122,2022-11-23,Відпустка,,,0.0,0.0,Єврейський засунути їсти.
750,181,2022-10-30,Вихідний,,,0.0,0.0,
751,2,2024-01-21,Вихідний,,,0.0,0.0,Ковзати правий житель полюбити інструкція. Болісно небезпека здригнутися мигнути.
752,1,2024-07-18,Присутній,2024-07-18 09:57:00,2024-07-18 19:18:00,7.93,0.0,
753,139,2024-10-04,Присутній,2024-10-04 09:55:00,2024-10-04 19:14:00,7.77,0.0,
754,32,2024-02-01,Присутній,2024-02-01 08:20:00,2024-02-01 18:57:00,7.73,0.0,
755,106,2024-02-20,Присутній,2024-02-20 10:14:00,2024-02-20 17:02:00,7.6,0.0,
756,114,2020-08-14,Присутній,2020-08-14 10:10:00,2020-08-14 19:05:00,8.31,0.31,
757,84,2024-01-06,Вихідний,,,0.0,0.0,
758,162,2024-12-27,Присутній,2024-12-27 08:03:00,2024-12-27 18:38:00,8.0,0.0,Кора перед пропадати присвятити супроводжуватися. Щастя яскраво функція самостійно століття.
759,10,2024-04-12,Присутній,2024-04-12 08:58:00,2024-04-12 19:32:00,7.97,0.0,
760,108,2024-04-25,Присутній,2024-04-25 08:19:00,2024-04-25 18:04:00,7.77,0.0,
761,79,2024-09-16,Присутній,2024-09-16 09:06:00,2024-09-16 18:23:00,7.62,0.0,
762,145,2024-12-06,Присутній,2024-12-06 09:04:00,2024-12-06 17:04:00,7.78,0.0,
763,109,2024-03-12,Присутній,2024-03-12 09:39:00,2024-03-12 19:11:00,8.26,0.26,
764,179,2020-05-24,Вихідний,,,0.0,0.0,
765,138,2024-06-27,Відпустка,,,0.0,0.0,
766,167,2023-01-01,Вихідний,,,0.0,0.0,
767,55,2024-11-22,Присутній,2024-11-22 08:44:00,2024-11-22 17:41:00,7.75,0.0,
768,13,2023-12-24,Вихідний,,,0.0,0.0,
769,34,2024-12-23,Присутній,2024-12-23 10:36:00,2024-12-23 17:17:00,7.9,0.0,Вивести уникати потягнутися. Поїзд зима білизна заробити пісенька.
770,91,2024-10-08,Присутній,2024-10-08 09:34:00,2024-10-08 19:40:00,7.72,0.0,
771,78,2023-07-22,Вихідний,,,0.0,0.0,
772,198,2024-09-25,Присутній,2024-09-25 09:20:00,2024-09-25 17:35:00,7.79,0.0,
773,96,2024-04-20,Вихідний,,,0.0,0.0,"Танцювати склянка ковзати засунути тьмяний.
Висіти хліб виражений спорт нога гіркий."
774,31,2024-08-15,Присутній,2024-08-15 09:35:00,2024-08-15 19:52:00,7.65,0.0,
775,121,2024-05-05,Вихідний,,,0.0,0.0,
776,68,2024-04-17,Присутній,2024-04-17 10:49:00,2024-04-17 17:10:00,7.58,0.0,
777,189,2023-10-19,Присутній,2023-10-19 10:36:00,2023-10-19 18:53:00,7.85,0.0,
778,174,2022-09-10,Вихідний,,,0.0,0.0,
779,199,2024-10-28,Присутній,2024-10-28 10:13:00,2024-10-28 18:03:00,8.46,0.46,
780,57,2024-04-26,Присутній,2024-04-26 08:54:00,2024-04-26 17:55:00,8.22,0.22,
781,122,2023-06-14,Присутній,2023-06-14 08:24:00,2023-06-14 17:27:00,8.1,0.1,
782,147,2020-11-29,Вихідний,,,0.0,0.0,
783,110,2023-10-07,Вихідний,,,0.0,0.0,
784,9,2024-12-19,Присутній,2024-12-19 10:10:00,2024-12-19 18:30:00,7.76,0.0,
785,67,2024-10-16,Присутній,2024-10-16 09:13:00,2024-10-16 19:45:00,8.09,0.09,Дорогий коваль можливо зелений штаб.
786,195,2024-09-29,Вихідний,,,0.0,0.0,
787,181,2022-08-27,Вихідний,,,0.0,0.0,
788,139,2024-09-06,Присутній,2024-09-06 08:00:00,2024-09-06 18:16:00,7.72,0.0,
789,34,2024-12-27,Присутній,2024-12-27 08:53:00,2024-12-27 19:30:00,7.84,0.0,
790,116,2020-11-22,Вихідний,,,0.0,0.0,
791,68,2023-09-08,Присутній,2023-09-08 10:28:00,2023-09-08 19:02:00,7.66,0.0,
792,47,2024-06-21,Присутній,2024-06-21 09:28:00,2024-06-21 19:15:00,7.53,0.0,
793,154,2024-11-06,Присутній,2024-11-06 10:40:00,2024-11-06 17:50:00,8.21,0.21,
794,38,2022-08-16,Присутній,2022-08-16 08:14:00,2022-08-16 18:13:00,8.48,0.48,
795,96,2024-09-12,Присутній,2024-09-12 09:30:00,2024-09-12 19:24:00,7.67,0.0,
796,65,2022-11-07,Присутній,2022-11-07 09:29:00,2022-11-07 19:26:00,8.35,0.35,
797,94,2024-06-12,Присутній,2024-06-12 08:46:00,2024-06-12 19:24:00,8.33,0.33,
798,48,2023-06-24,Вихідний,,,0.0,0.0,
799,20,2024-10-20,Вихідний,,,0.0,0.0,
800,1,2021-12-03,Присутній,2021-12-03 10:13:00,2021-12-03 17:09:00,8.29,0.29,
801,137,2024-02-11,Вихідний,,,0.0,0.0,
802,199,2024-06-14,Присутній,2024-06-14 10:40:00,2024-06-14 19:23:00,8.3,0.3,
803,177,2024-12-23,Присутній,2024-12-23 08:48:00,2024-12-23 19:20:00,7.51,0.0,
804,33,2022-11-02,Присутній,2022-11-02 10:24:00,2022-11-02 19:30:00,8.26,0.26,
805,162,2024-12-26,Відпустка,,,0.0,0.0,
806,109,2024-03-31,Вихідний,,,0.0,0.0,
807,169,2024-10-21,Лікарняний,,,0.0,0.0,Лівий знаходити що-небудь присвятити ґазда порт.
808,159,2024-10-11,Лікарняний,,,0.0,0.0,
809,84,2021-12-31,Присутній,2021-12-31 10:39:00,2021-12-31 18:53:00,7.75,0.0,
810,12,2022-02-24,Присутній,2022-02-24 08:56:00,2022-02-24 18:31:00,7.67,0.0,
811,105,2024-01-21,Вихідний,,,0.0,0.0,
812,200,2024-03-13,Запізнення,2024-03-13 09:29:00,2024-03-13 19:03:00,6.96,0.0,
813,91,2023-07-16,Вихідний,,,0.0,0.0,
814,97,2024-05-19,Вихідний,,,0.0,0.0,
815,154,2024-09-04,Присутній,2024-09-04 10:37:00,2024-09-04 18:14:00,7.94,0.0,
816,131,2024-07-18,Присутній,2024-07-18 10:09:00,2024-07-18 18:05:00,7.73,0.0,Рис безпорадний єдиний ленінград викинути.
817,145,2024-12-05,Присутній,2024-12-05 10:27:00,2024-12-05 19:57:00,7.63,0.0,
818,65,2021-08-03,Присутній,2021-08-03 09:18:00,2021-08-03 19:50:00,7.98,0.0,Хата недолік інфекція близько новий. Зупинити шкарпетка покинути покоління метал інтернет.
819,144,2024-01-06,Вихідний,,,0.0,0.0,
820,133,2024-07-12,Запізнення,2024-07-12 08:19:00,2024-07-12 19:23:00,6.46,0.0,
821,115,2024-03-04,Присутній,2024-03-04 08:03:00,2024-03-04 17:08:00,8.38,0.38,
822,47,2023-06-11,Вихідний,,,0.0,0.0,
823,134,2021-09-27,Присутній,2021-09-27 10:13:00,2021-09-27 18:05:00,8.48,0.48,
824,59,2024-01-14,Вихідний,,,0.0,0.0,Здригнутися гіркий жорстокий набір заборонити торгівля бригада. Трясти армійський спорт колишній.
825,137,2023-10-16,Присутній,2023-10-16 09:47:00,2023-10-16 18:44:00,8.22,0.22,
826,74,2024-10-01,Присутній,2024-10-01 09:33:00,2024-10-01 17:55:00,7.54,0.0,
827,117,2023-07-09,Вихідний,,,0.0,0.0,
828,173,2022-06-07,Присутній,2022-06-07 10:58:00,2022-06-07 17:39:00,8.27,0.27,
829,194,2024-08-09,Присутній,2024-08-09 10:35:00,2024-08-09 19:25:00,7.53,0.0,"Яблуко призначити холодно так м'який їжа зима.
А означати заробити інвалід житель."
830,23,2020-11-15,Вихідний,,,0.0,0.0,Житель упустити сходити затягнутися. Простір щастя свіжий відзначити засунути затримати.
831,170,2023-07-30,Вихідний,,,0.0,0.0,Бігати поріг банк вигнати плід. Пропадати функція трясти вмирати в'язниця.
832,19,2024-02-11,Вихідний,,,0.0,0.0,
833,111,2024-11-21,Присутній,2024-11-21 09:32:00,2024-11-21 19:31:00,7.59,0.0,
834,49,2022-03-05,Вихідний,,,0.0,0.0,
835,129,2024-06-05,Присутній,2024-06-05 09:25:00,2024-06-05 19:40:00,7.91,0.0,
836,102,2024-05-24,Присутній,2024-05-24 08:04:00,2024-05-24 19:00:00,7.78,0.0,
837,27,2023-09-14,Присутній,2023-09-14 09:54:00,2023-09-14 18:25:00,7.66,0.0,Незручно п'ятеро досліджено полум'я теорія знімати.
838,181,2023-06-08,Відпустка,,,0.0,0.0,
